country,year,Anxiety Disorder
AFG,1990,5.028167324
AFG,1991,5.026880594
AFG,1992,5.025292219
AFG,1993,5.023633058
AFG,1994,5.022830559
AFG,1995,5.023022428
AFG,1996,5.020851448
AFG,1997,5.020190689
AFG,1998,5.01995118
AFG,1999,5.019021831
AFG,2000,5.01806358
AFG,2001,5.016437238
AFG,2002,5.014961305
AFG,2003,5.013226932
AFG,2004,5.012124135
AFG,2005,5.012645923
AFG,2006,5.015144205
AFG,2007,5.01788541
AFG,2008,5.021338219
AFG,2009,5.024296804
AFG,2010,5.026856844
AFG,2011,5.026278507
AFG,2012,5.02521908
AFG,2013,5.023888087
AFG,2014,5.022597239
AFG,2015,5.021705109
AFG,2016,5.023055378
ALB,1990,3.478037838
ALB,1991,3.483325662
ALB,1992,3.491644917
ALB,1993,3.501024753
ALB,1994,3.508809794
ALB,1995,3.514154931
ALB,1996,3.513242552
ALB,1997,3.508765635
ALB,1998,3.502293653
ALB,1999,3.496205636
ALB,2000,3.492672605
ALB,2001,3.496312164
ALB,2002,3.502179858
ALB,2003,3.509322986
ALB,2004,3.516189855
ALB,2005,3.522282901
ALB,2006,3.526719242
ALB,2007,3.529396713
ALB,2008,3.530797872
ALB,2009,3.532371291
ALB,2010,3.535348058
ALB,2011,3.538405561
ALB,2012,3.543179161
ALB,2013,3.548410801
ALB,2014,3.55279052
ALB,2015,3.5562523
ALB,2016,3.557997277
DZA,1990,5.161256733
DZA,1991,5.164403064
DZA,1992,5.168082023
DZA,1993,5.171341969
DZA,1994,5.174372512
DZA,1995,5.177316258
DZA,1996,5.177893271
DZA,1997,5.17895619
DZA,1998,5.179616503
DZA,1999,5.180820019
DZA,2000,5.182275179
DZA,2001,5.187963672
DZA,2002,5.194353273
DZA,2003,5.19973336
DZA,2004,5.205037638
DZA,2005,5.209969644
DZA,2006,5.21739734
DZA,2007,5.224009246
DZA,2008,5.230575207
DZA,2009,5.237160607
DZA,2010,5.243570933
DZA,2011,5.24478796
DZA,2012,5.245723989
DZA,2013,5.247158474
DZA,2014,5.247763527
DZA,2015,5.248858733
DZA,2016,5.249814553
ASM,1990,3.493153189
ASM,1991,3.498110423
ASM,1992,3.502896444
ASM,1993,3.507992092
ASM,1994,3.512565191
ASM,1995,3.517562209
ASM,1996,3.521066954
ASM,1997,3.524618279
ASM,1998,3.52832193
ASM,1999,3.53202973
ASM,2000,3.535523968
ASM,2001,3.539393349
ASM,2002,3.543032283
ASM,2003,3.546471824
ASM,2004,3.549801145
ASM,2005,3.553043322
ASM,2006,3.556562388
ASM,2007,3.559597325
ASM,2008,3.56293194
ASM,2009,3.565965263
ASM,2010,3.569294084
ASM,2011,3.571499487
ASM,2012,3.573695048
ASM,2013,3.576298542
ASM,2014,3.578534115
ASM,2015,3.580673603
ASM,2016,3.582901445
,1990,4.155985697
,1991,4.159569065
,1992,4.163085375
,1993,4.166556761
,1994,4.169774513
,1995,4.172444347
,1996,4.174496988
,1997,4.176539086
,1998,4.178251547
,1999,4.179701864
,2000,4.18170108
,2001,4.183503173
,2002,4.185982371
,2003,4.188472527
,2004,4.190691699
,2005,4.193020855
,2006,4.195902612
,2007,4.198270799
,2008,4.200863101
,2009,4.203308614
,2010,4.206025911
,2011,4.208371367
,2012,4.210992562
,2013,4.213189192
,2014,4.215524753
,2015,4.217770222
,2016,4.220116858
AND,1990,5.423611801
AND,1991,5.422139984
AND,1992,5.421511812
AND,1993,5.420855303
AND,1994,5.420433553
AND,1995,5.420048075
AND,1996,5.418764359
AND,1997,5.41865782
AND,1998,5.416420928
AND,1999,5.414933342
AND,2000,5.41404715
AND,2001,5.414617484
AND,2002,5.416266097
AND,2003,5.417052504
AND,2004,5.418303329
AND,2005,5.420539224
AND,2006,5.421742367
AND,2007,5.421819452
AND,2008,5.422778941
AND,2009,5.423713293
AND,2010,5.425276135
AND,2011,5.424470086
AND,2012,5.424033819
AND,2013,5.423605428
AND,2014,5.423225752
AND,2015,5.42199675
AND,2016,5.422000678
AGO,1990,3.257115754
AGO,1991,3.256163335
AGO,1992,3.255461647
AGO,1993,3.254898278
AGO,1994,3.254147916
AGO,1995,3.253769361
AGO,1996,3.254363426
AGO,1997,3.255276758
AGO,1998,3.25611237
AGO,1999,3.256945607
AGO,2000,3.258152336
AGO,2001,3.258538273
AGO,2002,3.259233066
AGO,2003,3.259754561
AGO,2004,3.26016596
AGO,2005,3.260856435
AGO,2006,3.263616768
AGO,2007,3.265750544
AGO,2008,3.267850274
AGO,2009,3.269604592
AGO,2010,3.271357981
AGO,2011,3.271444697
AGO,2012,3.271736193
AGO,2013,3.271919107
AGO,2014,3.272043487
AGO,2015,3.272043933
AGO,2016,3.272275209
ATG,1990,4.261947158
ATG,1991,4.261366345
ATG,1992,4.259653621
ATG,1993,4.257981069
ATG,1994,4.258760603
ATG,1995,4.263047445
ATG,1996,4.27142231
ATG,1997,4.283435669
ATG,1998,4.296119783
ATG,1999,4.307512287
ATG,2000,4.315392775
ATG,2001,4.316507933
ATG,2002,4.314213049
ATG,2003,4.309856724
ATG,2004,4.305558631
ATG,2005,4.303826256
ATG,2006,4.303942859
ATG,2007,4.305877212
ATG,2008,4.309334801
ATG,2009,4.31207006
ATG,2010,4.314131331
ATG,2011,4.315320274
ATG,2012,4.316066542
ATG,2013,4.316356281
ATG,2014,4.316385985
ATG,2015,4.316616562
ATG,2016,4.316763345
ARG,1990,6.282411271
ARG,1991,6.290432463
ARG,1992,6.297570187
ARG,1993,6.303829258
ARG,1994,6.308957998
ARG,1995,6.309522495
ARG,1996,6.317075682
ARG,1997,6.325598042
ARG,1998,6.333220193
ARG,1999,6.339924976
ARG,2000,6.3465389
ARG,2001,6.349193556
ARG,2002,6.351885167
ARG,2003,6.353799662
ARG,2004,6.355281688
ARG,2005,6.356619093
ARG,2006,6.356189013
ARG,2007,6.354587732
ARG,2008,6.352886375
ARG,2009,6.350580878
ARG,2010,6.348851032
ARG,2011,6.35291112
ARG,2012,6.355417931
ARG,2013,6.359732339
ARG,2014,6.362550897
ARG,2015,6.364847058
ARG,2016,6.368156597
ARM,1990,2.716054329
ARM,1991,2.718730707
ARM,1992,2.721671927
ARM,1993,2.725612814
ARM,1994,2.729801754
ARM,1995,2.733772264
ARM,1996,2.73550444
ARM,1997,2.737398708
ARM,1998,2.738473825
ARM,1999,2.73792839
ARM,2000,2.736320863
ARM,2001,2.733780197
ARM,2002,2.729817062
ARM,2003,2.724083787
ARM,2004,2.717124371
ARM,2005,2.709358015
ARM,2006,2.705007375
ARM,2007,2.698351587
ARM,2008,2.693189573
ARM,2009,2.691185846
ARM,2010,2.694608044
ARM,2011,2.702085254
ARM,2012,2.715661023
ARM,2013,2.731738323
ARM,2014,2.746180639
ARM,2015,2.756302818
ARM,2016,2.762137858
,1990,6.655716045
,1991,6.659043481
,1992,6.661091288
,1993,6.662303369
,1994,6.662135925
,1995,6.66189001
,1996,6.661572264
,1997,6.66166926
,1998,6.659706015
,1999,6.658787926
,2000,6.651928877
,2001,6.706046665
,2002,6.75697688
,2003,6.808096081
,2004,6.859539469
,2005,6.910196584
,2006,6.88208735
,2007,6.852255499
,2008,6.822117902
,2009,6.792189853
,2010,6.76383986
,2011,6.752259867
,2012,6.738693737
,2013,6.724086615
,2014,6.708404709
,2015,6.691552731
,2016,6.673413474
AUS,1990,6.586209156
AUS,1991,6.585844988
AUS,1992,6.585435585
AUS,1993,6.584421816
AUS,1994,6.581721849
AUS,1995,6.579188064
AUS,1996,6.561177201
AUS,1997,6.543671756
AUS,1998,6.523634397
AUS,1999,6.505159131
AUS,2000,6.480828527
AUS,2001,6.546854553
AUS,2002,6.609274772
AUS,2003,6.671658872
AUS,2004,6.734938986
AUS,2005,6.798223377
AUS,2006,6.780982504
AUS,2007,6.762456097
AUS,2008,6.743141733
AUS,2009,6.723902693
AUS,2010,6.705633612
AUS,2011,6.692573574
AUS,2012,6.67770591
AUS,2013,6.661945597
AUS,2014,6.644886422
AUS,2015,6.62681939
AUS,2016,6.607629492
AUT,1990,5.440638524
AUT,1991,5.437701535
AUT,1992,5.436477942
AUT,1993,5.435118842
AUT,1994,5.433401282
AUT,1995,5.43261923
AUT,1996,5.433175628
AUT,1997,5.434000199
AUT,1998,5.434059135
AUT,1999,5.43347007
AUT,2000,5.432481987
AUT,2001,5.432083408
AUT,2002,5.431231496
AUT,2003,5.431524365
AUT,2004,5.431709692
AUT,2005,5.431503399
AUT,2006,5.434234218
AUT,2007,5.435654996
AUT,2008,5.437145357
AUT,2009,5.438067645
AUT,2010,5.438729134
AUT,2011,5.439035686
AUT,2012,5.439308716
AUT,2013,5.438874817
AUT,2014,5.437350859
AUT,2015,5.437070691
AUT,2016,5.436621522
AZE,1990,2.694705282
AZE,1991,2.694024807
AZE,1992,2.693662156
AZE,1993,2.693776339
AZE,1994,2.693715767
AZE,1995,2.693238472
AZE,1996,2.693120739
AZE,1997,2.69384163
AZE,1998,2.694104785
AZE,1999,2.693838697
AZE,2000,2.69328054
AZE,2001,2.693241364
AZE,2002,2.693093707
AZE,2003,2.692072053
AZE,2004,2.691229358
AZE,2005,2.690975888
AZE,2006,2.693579151
AZE,2007,2.695979097
AZE,2008,2.698931617
AZE,2009,2.701464573
AZE,2010,2.704662426
AZE,2011,2.704670495
AZE,2012,2.705548707
AZE,2013,2.706508774
AZE,2014,2.707155233
AZE,2015,2.70745198
AZE,2016,2.709179228
BHS,1990,4.274299524
BHS,1991,4.276018964
BHS,1992,4.277922433
BHS,1993,4.280309627
BHS,1994,4.283296876
BHS,1995,4.286799639
BHS,1996,4.290402825
BHS,1997,4.294750774
BHS,1998,4.299271273
BHS,1999,4.303021193
BHS,2000,4.306066541
BHS,2001,4.308864479
BHS,2002,4.310077867
BHS,2003,4.310990133
BHS,2004,4.311282764
BHS,2005,4.311396807
BHS,2006,4.310651451
BHS,2007,4.309506914
BHS,2008,4.308764136
BHS,2009,4.307636973
BHS,2010,4.306387189
BHS,2011,4.305702882
BHS,2012,4.304872029
BHS,2013,4.303962556
BHS,2014,4.303538026
BHS,2015,4.302355178
BHS,2016,4.301730781
BHR,1990,4.866309088
BHR,1991,4.866276883
BHR,1992,4.867492897
BHR,1993,4.871347968
BHR,1994,4.876607971
BHR,1995,4.884733572
BHR,1996,4.891593342
BHR,1997,4.899351403
BHR,1998,4.904741907
BHR,1999,4.905305108
BHR,2000,4.90153699
BHR,2001,4.895304486
BHR,2002,4.885134566
BHR,2003,4.871923567
BHR,2004,4.857426897
BHR,2005,4.844541159
BHR,2006,4.832737104
BHR,2007,4.822523887
BHR,2008,4.816366902
BHR,2009,4.814889303
BHR,2010,4.818021137
BHR,2011,4.813141271
BHR,2012,4.811557788
BHR,2013,4.811597012
BHR,2014,4.813623613
BHR,2015,4.815331694
BHR,2016,4.813715115
BGD,1990,3.980175342
BGD,1991,3.972130447
BGD,1992,3.96646289
BGD,1993,3.960032028
BGD,1994,3.952777169
BGD,1995,3.944285509
BGD,1996,3.957588892
BGD,1997,3.971509824
BGD,1998,3.985391673
BGD,1999,3.999394337
BGD,2000,4.013963364
BGD,2001,4.019698193
BGD,2002,4.026110357
BGD,2003,4.03260538
BGD,2004,4.039172398
BGD,2005,4.046243981
BGD,2006,4.042379336
BGD,2007,4.038084505
BGD,2008,4.034450338
BGD,2009,4.030638458
BGD,2010,4.027236801
BGD,2011,4.031298225
BGD,2012,4.035305043
BGD,2013,4.038980833
BGD,2014,4.042853524
BGD,2015,4.046286436
BGD,2016,4.050596375
BRB,1990,4.29303603
BRB,1991,4.293597213
BRB,1992,4.295144557
BRB,1993,4.297005226
BRB,1994,4.298848431
BRB,1995,4.300965477
BRB,1996,4.301514505
BRB,1997,4.302506369
BRB,1998,4.303594647
BRB,1999,4.30446789
BRB,2000,4.305664175
BRB,2001,4.307028365
BRB,2002,4.308891765
BRB,2003,4.310320982
BRB,2004,4.312034867
BRB,2005,4.31335291
BRB,2006,4.314030456
BRB,2007,4.314137683
BRB,2008,4.314328939
BRB,2009,4.314627718
BRB,2010,4.315151562
BRB,2011,4.315446153
BRB,2012,4.316149943
BRB,2013,4.316702447
BRB,2014,4.317358768
BRB,2015,4.317637314
BRB,2016,4.317796793
BLR,1990,2.961139509
BLR,1991,2.958319462
BLR,1992,2.9550562
BLR,1993,2.951479426
BLR,1994,2.949428556
BLR,1995,2.946963223
BLR,1996,2.947285622
BLR,1997,2.947145405
BLR,1998,2.94688654
BLR,1999,2.94678854
BLR,2000,2.946851853
BLR,2001,2.94810733
BLR,2002,2.949458748
BLR,2003,2.950610709
BLR,2004,2.952018851
BLR,2005,2.952921072
BLR,2006,2.956399912
BLR,2007,2.959283589
BLR,2008,2.962337945
BLR,2009,2.965054001
BLR,2010,2.967790857
BLR,2011,2.969233505
BLR,2012,2.970678226
BLR,2013,2.97206629
BLR,2014,2.973144539
BLR,2015,2.974077693
BLR,2016,2.975137669
BEL,1990,5.389806564
BEL,1991,5.38720239
BEL,1992,5.384014966
BEL,1993,5.381175966
BEL,1994,5.377472421
BEL,1995,5.374982436
BEL,1996,5.368163212
BEL,1997,5.36036913
BEL,1998,5.353211056
BEL,1999,5.345295662
BEL,2000,5.337779942
BEL,2001,5.337693125
BEL,2002,5.338725006
BEL,2003,5.338528605
BEL,2004,5.339253427
BEL,2005,5.339489169
BEL,2006,5.346790282
BEL,2007,5.35225451
BEL,2008,5.356677268
BEL,2009,5.360479641
BEL,2010,5.362888195
BEL,2011,5.36034426
BEL,2012,5.359901657
BEL,2013,5.3606312
BEL,2014,5.360544285
BEL,2015,5.359614103
BEL,2016,5.358790397
BLZ,1990,4.163924018
BLZ,1991,4.169082774
BLZ,1992,4.174543013
BLZ,1993,4.179314782
BLZ,1994,4.184139747
BLZ,1995,4.188282436
BLZ,1996,4.189361403
BLZ,1997,4.190748462
BLZ,1998,4.191697281
BLZ,1999,4.193064307
BLZ,2000,4.194634634
BLZ,2001,4.197319833
BLZ,2002,4.200694299
BLZ,2003,4.203973019
BLZ,2004,4.207332435
BLZ,2005,4.21114507
BLZ,2006,4.214278799
BLZ,2007,4.216643689
BLZ,2008,4.219098634
BLZ,2009,4.221055341
BLZ,2010,4.223108968
BLZ,2011,4.22884985
BLZ,2012,4.234267188
BLZ,2013,4.239169175
BLZ,2014,4.243563579
BLZ,2015,4.248102935
BLZ,2016,4.251718569
BEN,1990,2.98085812
BEN,1991,2.979956969
BEN,1992,2.980192247
BEN,1993,2.98013817
BEN,1994,2.980142681
BEN,1995,2.981585655
BEN,1996,2.981538498
BEN,1997,2.982782575
BEN,1998,2.983914084
BEN,1999,2.984799303
BEN,2000,2.985847228
BEN,2001,2.984570113
BEN,2002,2.983215784
BEN,2003,2.98165098
BEN,2004,2.979786384
BEN,2005,2.978162341
BEN,2006,2.979674218
BEN,2007,2.97933745
BEN,2008,2.978470981
BEN,2009,2.977350988
BEN,2010,2.976011696
BEN,2011,2.977571701
BEN,2012,2.978893436
BEN,2013,2.980428077
BEN,2014,2.981867621
BEN,2015,2.983317885
BEN,2016,2.98471928
BMU,1990,4.275651108
BMU,1991,4.278470656
BMU,1992,4.281729797
BMU,1993,4.284644607
BMU,1994,4.287449559
BMU,1995,4.290671984
BMU,1996,4.291595083
BMU,1997,4.293722346
BMU,1998,4.295719443
BMU,1999,4.29729972
BMU,2000,4.299074713
BMU,2001,4.301467609
BMU,2002,4.304070516
BMU,2003,4.306727855
BMU,2004,4.309267275
BMU,2005,4.311559342
BMU,2006,4.313498088
BMU,2007,4.314178429
BMU,2008,4.314651811
BMU,2009,4.314788057
BMU,2010,4.314867562
BMU,2011,4.315910534
BMU,2012,4.316663304
BMU,2013,4.317342192
BMU,2014,4.318056211
BMU,2015,4.317789476
BMU,2016,4.317340409
BTN,1990,3.726972887
BTN,1991,3.730463326
BTN,1992,3.734108978
BTN,1993,3.739583005
BTN,1994,3.743995612
BTN,1995,3.7483879
BTN,1996,3.750183553
BTN,1997,3.754886666
BTN,1998,3.759982994
BTN,1999,3.76347295
BTN,2000,3.76534756
BTN,2001,3.764408485
BTN,2002,3.76162127
BTN,2003,3.759429499
BTN,2004,3.756328609
BTN,2005,3.754403499
BTN,2006,3.754470252
BTN,2007,3.754474284
BTN,2008,3.756513203
BTN,2009,3.758447818
BTN,2010,3.760854363
BTN,2011,3.761188941
BTN,2012,3.761610989
BTN,2013,3.762358844
BTN,2014,3.763329804
BTN,2015,3.764655733
BTN,2016,3.766302495
BOL,1990,4.165785476
BOL,1991,4.169686865
BOL,1992,4.17358148
BOL,1993,4.177493703
BOL,1994,4.181305156
BOL,1995,4.185006428
BOL,1996,4.186571034
BOL,1997,4.188606315
BOL,1998,4.190492456
BOL,1999,4.19228956
BOL,2000,4.194704682
BOL,2001,4.195282956
BOL,2002,4.196186999
BOL,2003,4.196984053
BOL,2004,4.197797554
BOL,2005,4.198526643
BOL,2006,4.198935433
BOL,2007,4.198829017
BOL,2008,4.198878404
BOL,2009,4.19889267
BOL,2010,4.198809795
BOL,2011,4.201036206
BOL,2012,4.203585781
BOL,2013,4.20571862
BOL,2014,4.208168984
BOL,2015,4.21054241
BOL,2016,4.21297233
BIH,1990,3.497294267
BIH,1991,3.493298184
BIH,1992,3.490622506
BIH,1993,3.488089097
BIH,1994,3.485798079
BIH,1995,3.483077324
BIH,1996,3.485700446
BIH,1997,3.488115944
BIH,1998,3.490330191
BIH,1999,3.492776238
BIH,2000,3.494900098
BIH,2001,3.497307899
BIH,2002,3.500274439
BIH,2003,3.50251652
BIH,2004,3.504961914
BIH,2005,3.507808045
BIH,2006,3.510563811
BIH,2007,3.512634671
BIH,2008,3.514969719
BIH,2009,3.517286736
BIH,2010,3.519467882
BIH,2011,3.519016099
BIH,2012,3.519113522
BIH,2013,3.518686154
BIH,2014,3.518478904
BIH,2015,3.517977
BIH,2016,3.517572257
BWA,1990,3.60472287
BWA,1991,3.606329299
BWA,1992,3.608354415
BWA,1993,3.610058944
BWA,1994,3.611635322
BWA,1995,3.613408386
BWA,1996,3.614473891
BWA,1997,3.615815801
BWA,1998,3.617178001
BWA,1999,3.618665493
BWA,2000,3.620300094
BWA,2001,3.618263168
BWA,2002,3.61690711
BWA,2003,3.615379705
BWA,2004,3.613789516
BWA,2005,3.61236186
BWA,2006,3.610506731
BWA,2007,3.608108821
BWA,2008,3.606019728
BWA,2009,3.604019759
BWA,2010,3.602009131
BWA,2011,3.601912302
BWA,2012,3.602085765
BWA,2013,3.602126276
BWA,2014,3.602128244
BWA,2015,3.60205058
BWA,2016,3.602350754
BRA,1990,5.579758366
BRA,1991,5.591411417
BRA,1992,5.601454304
BRA,1993,5.61049959
BRA,1994,5.619249139
BRA,1995,5.628018152
BRA,1996,5.762819497
BRA,1997,5.902655185
BRA,1998,6.046497455
BRA,1999,6.194562251
BRA,2000,6.348009383
BRA,2001,6.40720844
BRA,2002,6.468170597
BRA,2003,6.529385675
BRA,2004,6.591170316
BRA,2005,6.653757837
BRA,2006,6.643530799
BRA,2007,6.63270991
BRA,2008,6.622081484
BRA,2009,6.611233265
BRA,2010,6.600431051
BRA,2011,6.52109233
BRA,2012,6.442862553
BRA,2013,6.365655543
BRA,2014,6.289315858
BRA,2015,6.213780285
BRA,2016,6.139371162
BRN,1990,3.713679864
BRN,1991,3.715868889
BRN,1992,3.717074041
BRN,1993,3.71847988
BRN,1994,3.720789211
BRN,1995,3.725702999
BRN,1996,3.735773285
BRN,1997,3.749038362
BRN,1998,3.761735406
BRN,1999,3.773078193
BRN,2000,3.782338973
BRN,2001,3.787536832
BRN,2002,3.790012001
BRN,2003,3.790274218
BRN,2004,3.78993476
BRN,2005,3.789424765
BRN,2006,3.790929171
BRN,2007,3.791653311
BRN,2008,3.792767271
BRN,2009,3.793598819
BRN,2010,3.795010293
BRN,2011,3.796802131
BRN,2012,3.798361356
BRN,2013,3.800039163
BRN,2014,3.801575022
BRN,2015,3.803035686
BRN,2016,3.803899593
BGR,1990,3.569103568
BGR,1991,3.567327812
BGR,1992,3.566750945
BGR,1993,3.56585539
BGR,1994,3.564096542
BGR,1995,3.562765827
BGR,1996,3.565502456
BGR,1997,3.568536638
BGR,1998,3.572321336
BGR,1999,3.575542916
BGR,2000,3.578485389
BGR,2001,3.580361968
BGR,2002,3.581945012
BGR,2003,3.583224163
BGR,2004,3.584252241
BGR,2005,3.585662229
BGR,2006,3.586655574
BGR,2007,3.586490699
BGR,2008,3.586189493
BGR,2009,3.585727509
BGR,2010,3.58562215
BGR,2011,3.585765518
BGR,2012,3.58596795
BGR,2013,3.585524593
BGR,2014,3.585323972
BGR,2015,3.584641535
BGR,2016,3.583942959
BFA,1990,2.976601712
BFA,1991,2.977073737
BFA,1992,2.97788086
BFA,1993,2.978748516
BFA,1994,2.979509537
BFA,1995,2.980745722
BFA,1996,2.980449464
BFA,1997,2.980511064
BFA,1998,2.980510741
BFA,1999,2.980453756
BFA,2000,2.980748313
BFA,2001,2.980308106
BFA,2002,2.980100801
BFA,2003,2.979910865
BFA,2004,2.979646966
BFA,2005,2.97972966
BFA,2006,2.978672443
BFA,2007,2.976750369
BFA,2008,2.975122406
BFA,2009,2.973447151
BFA,2010,2.97190549
BFA,2011,2.973793627
BFA,2012,2.975035354
BFA,2013,2.976211696
BFA,2014,2.977303268
BFA,2015,2.978354763
BFA,2016,2.979538462
BDI,1990,3.359709838
BDI,1991,3.360700053
BDI,1992,3.36213997
BDI,1993,3.363793472
BDI,1994,3.365059088
BDI,1995,3.365969152
BDI,1996,3.359810708
BDI,1997,3.3537129
BDI,1998,3.347115038
BDI,1999,3.340423427
BDI,2000,3.334468524
BDI,2001,3.335897172
BDI,2002,3.338008323
BDI,2003,3.339951181
BDI,2004,3.342168077
BDI,2005,3.344798867
BDI,2006,3.345378409
BDI,2007,3.345961663
BDI,2008,3.346920873
BDI,2009,3.347849197
BDI,2010,3.349013446
BDI,2011,3.352824507
BDI,2012,3.356636058
BDI,2013,3.360502383
BDI,2014,3.364313633
BDI,2015,3.368055533
BDI,2016,3.37212747
KHM,1990,3.543102057
KHM,1991,3.544202351
KHM,1992,3.546406044
KHM,1993,3.548858659
KHM,1994,3.551174298
KHM,1995,3.552830965
KHM,1996,3.553853062
KHM,1997,3.555255713
KHM,1998,3.556718488
KHM,1999,3.558478338
KHM,2000,3.560634241
KHM,2001,3.561588399
KHM,2002,3.56305026
KHM,2003,3.564953992
KHM,2004,3.56684078
KHM,2005,3.569010086
KHM,2006,3.580474375
KHM,2007,3.58987202
KHM,2008,3.598434717
KHM,2009,3.605866764
KHM,2010,3.612441354
KHM,2011,3.615282138
KHM,2012,3.616193355
KHM,2013,3.617340774
KHM,2014,3.618553833
KHM,2015,3.619534462
KHM,2016,3.619645552
CMR,1990,2.956766088
CMR,1991,2.957045561
CMR,1992,2.957595303
CMR,1993,2.958087618
CMR,1994,2.958606518
CMR,1995,2.959660523
CMR,1996,2.959037648
CMR,1997,2.959025591
CMR,1998,2.95896227
CMR,1999,2.958815303
CMR,2000,2.959451207
CMR,2001,2.958614606
CMR,2002,2.958460149
CMR,2003,2.958255668
CMR,2004,2.957926328
CMR,2005,2.958114073
CMR,2006,2.959390062
CMR,2007,2.960484145
CMR,2008,2.962057009
CMR,2009,2.963702705
CMR,2010,2.965609439
CMR,2011,2.968220063
CMR,2012,2.970885604
CMR,2013,2.973610908
CMR,2014,2.976312492
CMR,2015,2.978915032
CMR,2016,2.98166057
CAN,1990,6.013181987
CAN,1991,6.023394273
CAN,1992,6.033665074
CAN,1993,6.043746192
CAN,1994,6.052684936
CAN,1995,6.060933166
CAN,1996,5.886164602
CAN,1997,5.716963016
CAN,1998,5.553525859
CAN,1999,5.39569819
CAN,2000,5.242526619
CAN,2001,5.243576522
CAN,2002,5.244037489
CAN,2003,5.244568585
CAN,2004,5.245499072
CAN,2005,5.246399744
CAN,2006,5.304257358
CAN,2007,5.361484547
CAN,2008,5.420078367
CAN,2009,5.478001109
CAN,2010,5.536320577
CAN,2011,5.539116103
CAN,2012,5.541139622
CAN,2013,5.54393858
CAN,2014,5.545590262
CAN,2015,5.547574667
CAN,2016,5.549322348
CPV,1990,3.052631718
CPV,1991,3.053039271
CPV,1992,3.052905824
CPV,1993,3.053149826
CPV,1994,3.053494394
CPV,1995,3.054398581
CPV,1996,3.055577
CPV,1997,3.05702057
CPV,1998,3.058353491
CPV,1999,3.059528034
CPV,2000,3.060461802
CPV,2001,3.060060449
CPV,2002,3.059378318
CPV,2003,3.058736429
CPV,2004,3.057880718
CPV,2005,3.057593316
CPV,2006,3.056384167
CPV,2007,3.055038128
CPV,2008,3.053925997
CPV,2009,3.053154651
CPV,2010,3.052327218
CPV,2011,3.054002968
CPV,2012,3.05622537
CPV,2013,3.058175939
CPV,2014,3.060074041
CPV,2015,3.061607103
CPV,2016,3.063642274
,1990,4.197283034
,1991,4.200023156
,1992,4.202877848
,1993,4.20556964
,1994,4.208125163
,1995,4.210732679
,1996,4.213369473
,1997,4.21608892
,1998,4.21859908
,1999,4.220740795
,2000,4.223011302
,2001,4.225220379
,2002,4.227395648
,2003,4.229404517
,2004,4.231015045
,2005,4.232636648
,2006,4.234330472
,2007,4.235302762
,2008,4.236181808
,2009,4.236813208
,2010,4.236911895
,2011,4.238232517
,2012,4.239750105
,2013,4.241195554
,2014,4.24245593
,2015,4.243349231
,2016,4.244590763
CAF,1990,3.249818334
CAF,1991,3.249070625
CAF,1992,3.248404112
CAF,1993,3.247979462
CAF,1994,3.247359192
CAF,1995,3.247103376
CAF,1996,3.247039708
CAF,1997,3.247295339
CAF,1998,3.247493004
CAF,1999,3.24763084
CAF,2000,3.248166185
CAF,2001,3.248236822
CAF,2002,3.248610864
CAF,2003,3.248927889
CAF,2004,3.249226972
CAF,2005,3.249805365
CAF,2006,3.249877992
CAF,2007,3.249644156
CAF,2008,3.249715635
CAF,2009,3.249738952
CAF,2010,3.249984745
CAF,2011,3.2487301
CAF,2012,3.247613296
CAF,2013,3.246496901
CAF,2014,3.245318945
CAF,2015,3.244130627
CAF,2016,3.243297559
,1990,2.668076899
,1991,2.669080401
,1992,2.67052964
,1993,2.672116324
,1994,2.673580843
,1995,2.673763458
,1996,2.674442724
,1997,2.675361963
,1998,2.676204193
,1999,2.67658642
,2000,2.676833393
,2001,2.677341638
,2002,2.677969353
,2003,2.677922849
,2004,2.677896382
,2005,2.678011434
,2006,2.679817469
,2007,2.681349248
,2008,2.683098756
,2009,2.684735735
,2010,2.686797444
,2011,2.688014268
,2012,2.689822925
,2013,2.691687192
,2014,2.69345642
,2015,2.69498827
,2016,2.696638726
,1990,3.528142463
,1991,3.52696864
,1992,3.525778518
,1993,3.524600037
,1994,3.523000034
,1995,3.521473385
,1996,3.523773758
,1997,3.526129331
,1998,3.528326959
,1999,3.530421247
,2000,3.532617463
,2001,3.533709697
,2002,3.535534661
,2003,3.537023776
,2004,3.538296839
,2005,3.539803185
,2006,3.541994378
,2007,3.543476361
,2008,3.545191858
,2009,3.546841933
,2010,3.548528591
,2011,3.549780924
,2012,3.551142919
,2013,3.552610045
,2014,3.553845879
,2015,3.554846686
,2016,3.556015249
,1990,2.843780066
,1991,2.847417101
,1992,2.850387362
,1993,2.852988349
,1994,2.855196491
,1995,2.856572907
,1996,2.87531203
,1997,2.894616187
,1998,2.914054178
,1999,2.933688681
,2000,2.953841252
,2001,2.969306873
,2002,2.985112899
,2003,3.000923293
,2004,3.016766951
,2005,3.032738367
,2006,3.008932053
,2007,2.985502711
,2008,2.962719254
,2009,2.940477245
,2010,2.918836258
,2011,2.920802865
,2012,2.922694466
,2013,2.924458202
,2014,2.926251726
,2015,2.927839758
,2016,2.929387564
,1990,3.255840875
,1991,3.254082303
,1992,3.252685138
,1993,3.251404041
,1994,3.250038057
,1995,3.249072167
,1996,3.249102862
,1997,3.249487457
