country,year,Anxiety Disorder
OWID_WRL,1994,3.835009921
OWID_WRL,1995,3.83544092
OWID_WRL,1996,3.842232096
OWID_WRL,1997,3.849904543
OWID_WRL,1998,3.857943784
OWID_WRL,1999,3.865884258
OWID_WRL,2000,3.874669279
OWID_WRL,2001,3.868736686
OWID_WRL,2002,3.863709942
OWID_WRL,2003,3.858545018
OWID_WRL,2004,3.853862782
OWID_WRL,2005,3.849357916
OWID_WRL,2006,3.850953096
OWID_WRL,2007,3.852073985
OWID_WRL,2008,3.853258973
OWID_WRL,2009,3.854480436
OWID_WRL,2010,3.855573277
OWID_WRL,2011,3.851461565
OWID_WRL,2012,3.847070506
OWID_WRL,2013,3.842741765
OWID_WRL,2014,3.838293733
OWID_WRL,2015,3.834056218
OWID_WRL,2016,3.829945136
YEM,1990,5.121405171
YEM,1991,5.105817898
YEM,1992,5.091265066
YEM,1993,5.077229828
YEM,1994,5.065860804
YEM,1995,5.057490744
YEM,1996,5.057706358
YEM,1997,5.059650997
YEM,1998,5.063048429
YEM,1999,5.066224541
YEM,2000,5.069482527
YEM,2001,5.071705392
YEM,2002,5.073877855
YEM,2003,5.076004572
YEM,2004,5.078057713
YEM,2005,5.080384285
YEM,2006,5.080693672
YEM,2007,5.080419098
YEM,2008,5.08047145
YEM,2009,5.080476021
YEM,2010,5.081066428
YEM,2011,5.082604913
YEM,2012,5.084830062
YEM,2013,5.086752668
YEM,2014,5.088283339
YEM,2015,5.090086758
YEM,2016,5.092209958
ZMB,1990,3.340360624
ZMB,1991,3.339775748
ZMB,1992,3.33939731
ZMB,1993,3.339090582
ZMB,1994,3.338639638
ZMB,1995,3.338636499
ZMB,1996,3.336734233
ZMB,1997,3.335208962
ZMB,1998,3.333635617
ZMB,1999,3.331844602
ZMB,2000,3.33047063
ZMB,2001,3.332786491
ZMB,2002,3.335496909
ZMB,2003,3.338113423
ZMB,2004,3.340636103
ZMB,2005,3.343501136
ZMB,2006,3.343455515
ZMB,2007,3.343085347
ZMB,2008,3.343027165
ZMB,2009,3.343042202
ZMB,2010,3.342980825
ZMB,2011,3.344021684
ZMB,2012,3.345212285
ZMB,2013,3.346258737
ZMB,2014,3.347335869
ZMB,2015,3.348605477
ZMB,2016,3.350080884
ZWE,1990,3.396088612
ZWE,1991,3.394436034
ZWE,1992,3.393440879
ZWE,1993,3.391962122
ZWE,1994,3.39060068
ZWE,1995,3.389471991
ZWE,1996,3.39373995
ZWE,1997,3.397947851
ZWE,1998,3.402221187
ZWE,1999,3.406586569
ZWE,2000,3.411049737
ZWE,2001,3.406978482
ZWE,2002,3.403517837
ZWE,2003,3.399788949
ZWE,2004,3.396062855
ZWE,2005,3.392451346
ZWE,2006,3.390692384
ZWE,2007,3.388450998
ZWE,2008,3.386362635
ZWE,2009,3.384084822
ZWE,2010,3.38176745
ZWE,2011,3.383342513
ZWE,2012,3.384809765
ZWE,2013,3.386123388
ZWE,2014,3.387128441
ZWE,2015,3.38788191
ZWE,2016,3.388782163
