,Code,Year,"Suicide rate (deaths per 100,000)","Mental and substance use disorder rate (number suffering per 100,000)"
0,AFG,1800,,
1,AFG,1820,,
2,AFG,1870,,
3,AFG,1913,,
4,AFG,1950,,
5,AFG,1951,,
6,AFG,1952,,
7,AFG,1953,,
8,AFG,1954,,
9,AFG,1955,,
10,AFG,1956,,
11,AFG,1957,,
12,AFG,1958,,
13,AFG,1959,,
14,AFG,1960,,
15,AFG,1961,,
16,AFG,1962,,
17,AFG,1963,,
18,AFG,1964,,
19,AFG,1965,,
20,AFG,1966,,
21,AFG,1967,,
22,AFG,1968,,
23,AFG,1969,,
24,AFG,1970,,
25,AFG,1971,,
26,AFG,1972,,
27,AFG,1973,,
28,AFG,1974,,
29,AFG,1975,,
30,AFG,1976,,
31,AFG,1977,,
32,AFG,1978,,
33,AFG,1979,,
34,AFG,1980,,
35,AFG,1981,,
36,AFG,1982,,
37,AFG,1983,,
38,AFG,1984,,
39,AFG,1985,,
40,AFG,1986,,
41,AFG,1987,,
42,AFG,1988,,
43,AFG,1989,,
44,AFG,1990,9.2108771712,17465.768353400003
45,AFG,1991,9.34400012047,17511.1235533
46,AFG,1992,9.46905291279,17577.0974012
47,AFG,1993,9.58103196455,17627.631459599994
48,AFG,1994,9.778654696919999,17683.5738634
49,AFG,1995,9.89328485638,17745.903784000002
50,AFG,1996,9.979826294610001,17761.5176452
51,AFG,1997,10.0536904722,17772.001245400003
52,AFG,1998,10.1366249909,17780.823547300002
53,AFG,1999,10.1717166351,17799.3799842
54,AFG,2000,10.263788797,17824.739698600002
55,AFG,2001,10.2030626226,17795.0044893
56,AFG,2002,10.2305811907,17782.658063599996
57,AFG,2003,10.3300149658,17772.4964353
58,AFG,2004,10.3822642285,17758.971348599996
59,AFG,2005,10.4526924488,17753.4880864
60,AFG,2006,10.4423013367,17723.2285964
61,AFG,2007,10.3812499092,17693.809289099998
62,AFG,2008,10.3427788071,17655.601536000002
63,AFG,2009,10.289540971100001,17627.4493908
64,AFG,2010,10.1513422593,17607.708280900002
65,AFG,2011,10.0869814124,17571.9631933
66,AFG,2012,10.050179331799999,17552.198856400002
67,AFG,2013,10.1511403456,17528.280836500002
68,AFG,2014,10.1464590258,17507.358813500006
69,AFG,2015,10.1338627221,17476.439372599998
70,AFG,2016,10.1054055414,17464.4031916
71,ALB,1700,,
72,ALB,1800,,
73,ALB,1820,,
74,ALB,1850,,
75,ALB,1870,,
76,ALB,1890,,
77,ALB,1900,,
78,ALB,1910,,
79,ALB,1913,,
80,ALB,1920,,
81,ALB,1921,,
82,ALB,1922,,
83,ALB,1923,,
84,ALB,1924,,
85,ALB,1925,,
86,ALB,1926,,
87,ALB,1927,,
88,ALB,1928,,
89,ALB,1929,,
90,ALB,1930,,
91,ALB,1931,,
92,ALB,1932,,
93,ALB,1933,,
94,ALB,1934,,
95,ALB,1935,,
96,ALB,1936,,
97,ALB,1937,,
98,ALB,1938,,
99,ALB,1939,,
100,ALB,1940,,
101,ALB,1941,,
102,ALB,1942,,
103,ALB,1943,,
104,ALB,1944,,
105,ALB,1945,,
106,ALB,1946,,
107,ALB,1947,,
108,ALB,1948,,
109,ALB,1949,,
110,ALB,1950,,
111,ALB,1951,,
112,ALB,1952,,
113,ALB,1953,,
114,ALB,1954,,
115,ALB,1955,,
116,ALB,1956,,
117,ALB,1957,,
118,ALB,1958,,
119,ALB,1959,,
120,ALB,1960,,
121,ALB,1961,,
122,ALB,1962,,
123,ALB,1963,,
124,ALB,1964,,
125,ALB,1965,,
126,ALB,1966,,
127,ALB,1967,,
128,ALB,1968,,
129,ALB,1969,,
130,ALB,1970,,
131,ALB,1971,,
132,ALB,1972,,
133,ALB,1973,,
134,ALB,1974,,
135,ALB,1975,,
136,ALB,1976,,
137,ALB,1977,,
138,ALB,1978,,
139,ALB,1979,,
140,ALB,1980,,
141,ALB,1981,,
142,ALB,1982,,
143,ALB,1983,,
144,ALB,1984,,
145,ALB,1985,,
146,ALB,1986,,
147,ALB,1987,,
148,ALB,1988,,
149,ALB,1989,,
150,ALB,1990,4.241426543919999,13069.784230100002
151,ALB,1991,4.35842917774,13073.2787645
152,ALB,1992,4.42579895875,13087.133873099998
153,ALB,1993,4.606739162619999,13098.213798100001
154,ALB,1994,4.72297361516,13115.337126100001
155,ALB,1995,4.96468513764,13133.0385475
156,ALB,1996,5.227804781830001,13126.210704000001
157,ALB,1997,5.60797734268,13111.5503046
158,ALB,1998,5.85262623784,13114.3447581
159,ALB,1999,5.97270695997,13106.5632745
160,ALB,2000,5.935823649419999,13098.6975109
161,ALB,2001,6.1894252753,13075.489472
162,ALB,2002,6.38473448386,13057.6320126
163,ALB,2003,6.517107676489999,13043.762486
164,ALB,2004,6.6432657419800005,13030.179027
165,ALB,2005,6.67575003684,13019.3269326
166,ALB,2006,6.65351693329,13006.173108600002
167,ALB,2007,6.669756059859999,12984.0977907
168,ALB,2008,6.71799230781,12974.7697987
169,ALB,2009,6.5940494453900005,12966.3259027
170,ALB,2010,6.382372360869999,12955.649336700002
171,ALB,2011,6.214142464309999,12957.16925
172,ALB,2012,6.062840621159999,12962.1442303
173,ALB,2013,5.957282996869999,12969.332411600002
174,ALB,2014,5.837504050290001,12974.0866505
175,ALB,2015,5.75294062084,12994.7984245
176,ALB,2016,5.6668186380900005,12998.998655300002
177,DZA,1700,,
178,DZA,1800,,
179,DZA,1820,,
180,DZA,1870,,
181,DZA,1913,,
182,DZA,1950,,
183,DZA,1951,,
184,DZA,1952,,
185,DZA,1953,,
186,DZA,1954,,
187,DZA,1955,,
188,DZA,1956,,
189,DZA,1957,,
190,DZA,1958,,
191,DZA,1959,,
192,DZA,1960,,
193,DZA,1961,,
194,DZA,1962,,
195,DZA,1963,,
196,DZA,1964,,
197,DZA,1965,,
198,DZA,1966,,
199,DZA,1967,,
200,DZA,1968,,
201,DZA,1969,,
202,DZA,1970,,
203,DZA,1971,,
204,DZA,1972,,
205,DZA,1973,,
206,DZA,1974,,
207,DZA,1975,,
208,DZA,1976,,
209,DZA,1977,,
210,DZA,1978,,
211,DZA,1979,,
212,DZA,1980,,
213,DZA,1981,,
214,DZA,1982,,
215,DZA,1983,,
216,DZA,1984,,
217,DZA,1985,,
218,DZA,1986,,
219,DZA,1987,,
220,DZA,1988,,
221,DZA,1989,,
222,DZA,1990,4.12802762949,15876.1333722
223,DZA,1991,4.0741754320400005,15872.2361899
224,DZA,1992,4.041306493,15856.886263
225,DZA,1993,4.01738583795,15858.334469
226,DZA,1994,3.98612012658,15855.322215399998
227,DZA,1995,3.95664975372,15851.8853331
228,DZA,1996,3.9505915777099996,15847.913920899999
229,DZA,1997,3.97938281072,15839.1185651
230,DZA,1998,3.98588136577,15836.9662935
231,DZA,1999,4.022126916,15828.516852200002
232,DZA,2000,4.01210044273,15836.6899475
233,DZA,2001,4.02380113176,15825.265601199999
234,DZA,2002,4.02682849254,15817.054042700001
235,DZA,2003,3.99727505304,15803.013919100002
236,DZA,2004,3.96939678209,15791.2833276
237,DZA,2005,3.92065831303,15788.107032000002
238,DZA,2006,3.8673029484500003,15774.3462957
239,DZA,2007,3.82511679508,15753.0403824
240,DZA,2008,3.78609367459,15744.076427000002
241,DZA,2009,3.7565332296199996,15723.3417014
242,DZA,2010,3.7219157990699996,15721.0770544
243,DZA,2011,3.7051974094499998,15722.3901216
244,DZA,2012,3.70689205588,15729.482996899998
245,DZA,2013,3.7278887674,15722.0008716
246,DZA,2014,3.74455310964,15732.5872334
247,DZA,2015,3.7210638964,15742.9249623
248,DZA,2016,3.70042971039,15749.3667945
249,ASM,1700,,
250,ASM,1800,,
251,ASM,1850,,
252,ASM,1900,,
253,ASM,1912,,
254,ASM,1920,,
255,ASM,1930,,
256,ASM,1940,,
257,ASM,1950,,
258,ASM,1951,,
259,ASM,1952,,
260,ASM,1953,,
261,ASM,1954,,
262,ASM,1955,,
263,ASM,1956,,
264,ASM,1957,,
265,ASM,1958,,
266,ASM,1959,,
267,ASM,1960,,
268,ASM,1961,,
269,ASM,1962,,
270,ASM,1963,,
271,ASM,1964,,
272,ASM,1965,,
273,ASM,1966,,
274,ASM,1967,,
275,ASM,1968,,
276,ASM,1969,,
277,ASM,1970,,
278,ASM,1971,,
279,ASM,1972,,
280,ASM,1973,,
281,ASM,1974,,
282,ASM,1975,,
283,ASM,1976,,
284,ASM,1977,,
285,ASM,1978,,
286,ASM,1979,,
287,ASM,1980,,
288,ASM,1981,,
289,ASM,1982,,
290,ASM,1983,,
291,ASM,1984,,
292,ASM,1985,,
293,ASM,1986,,
294,ASM,1987,,
295,ASM,1988,,
296,ASM,1989,,
297,ASM,1990,8.15170868159,12731.3940669
298,ASM,1991,8.214562825509999,12730.1100545
299,ASM,1992,8.156432641570001,12729.437079799998
300,ASM,1993,8.061105921669999,12725.654391600001
301,ASM,1994,8.02815845593,12713.622035299999
302,ASM,1995,7.93050577889,12720.948400799998
303,ASM,1996,7.920680531519999,12718.8824006
304,ASM,1997,7.946882436769999,12707.4132877
305,ASM,1998,7.7166003634600004,12703.117430799999
306,ASM,1999,7.433397640419999,12706.4640048
307,ASM,2000,7.407198880189999,12706.7349873
308,ASM,2001,7.410796075429999,12699.9503692
309,ASM,2002,7.285374197889999,12700.1246404
310,ASM,2003,7.35465342376,12686.913664700001
311,ASM,2004,7.327031777949999,12690.736335
312,ASM,2005,7.22362011345,12689.0937498
313,ASM,2006,7.0880911179799995,12684.7086269
314,ASM,2007,7.045961259369999,12686.513130700001
315,ASM,2008,7.088562216230001,12678.6108031
316,ASM,2009,7.143933442810002,12671.685701
317,ASM,2010,7.202629804130001,12677.6945327
318,ASM,2011,7.22451765642,12675.554546100002
319,ASM,2012,7.20372590873,12692.5346279
320,ASM,2013,7.2248926946399985,12686.3442766
321,ASM,2014,7.21265888893,12692.2104029
322,ASM,2015,7.172925048679999,12699.988737200001
323,ASM,2016,7.06621071204,12704.5551456
324,,1990,5.4492653850199995,14382.748086000001
325,,1991,5.57276908824,14376.338779699998
326,,1992,5.7560260442799995,14373.284807499998
327,,1993,5.949243035079999,14369.8876099
328,,1994,6.10577967989,14370.0657584
329,,1995,6.192195924469999,14374.0236061
330,,1996,6.3422870602499986,14353.3686613
331,,1997,6.35111551342,14340.7763093
332,,1998,6.296238842269998,14323.150537799998
333,,1999,6.26437576783,14312.169447499999
334,,2000,6.0937843137900005,14298.0794416
335,,2001,5.9915550754,14277.049760499998
336,,2002,5.913335072660001,14258.558612899997
337,,2003,5.85604513379,14248.1129032
338,,2004,5.8042346797099995,14231.976577000001
339,,2005,5.73682378003,14221.763193600002
340,,2006,5.67930571121,14201.5839415
341,,2007,5.67034820502,14171.4734187
342,,2008,5.64238438722,14164.7599779
343,,2009,5.6335573957600005,14141.5087961
344,,2010,5.613303908360001,14122.5861979
345,,2011,5.564517706419999,14120.4430007
346,,2012,5.4726709617400005,14119.8374121
347,,2013,5.316314962780001,14115.7424098
348,,2014,5.2224269113599995,14118.942898299998
349,,2015,5.15424550954,14107.8199863
350,,2016,5.09956293805,14116.846635499998
351,AND,1800,,
352,AND,1820,,
353,AND,1950,,
354,AND,1951,,
355,AND,1952,,
356,AND,1953,,
357,AND,1954,,
358,AND,1955,,
359,AND,1956,,
360,AND,1957,,
361,AND,1958,,
362,AND,1959,,
363,AND,1960,,
364,AND,1961,,
365,AND,1962,,
366,AND,1963,,
367,AND,1964,,
368,AND,1965,,
369,AND,1966,,
370,AND,1967,,
371,AND,1968,,
372,AND,1969,,
373,AND,1970,,
374,AND,1971,,
375,AND,1972,,
376,AND,1973,,
377,AND,1974,,
378,AND,1975,,
379,AND,1976,,
380,AND,1977,,
381,AND,1978,,
382,AND,1979,,
383,AND,1980,,
384,AND,1981,,
385,AND,1982,,
386,AND,1983,,
387,AND,1984,,
388,AND,1985,,
389,AND,1986,,
390,AND,1987,,
391,AND,1988,,
392,AND,1989,,
393,AND,1990,9.740459603560002,15810.475779700002
394,AND,1991,9.69296070977,15809.7985446
395,AND,1992,9.69625294188,15800.0871459
396,AND,1993,9.4573602113,15804.351025299999
397,AND,1994,9.28235856305,15795.3458779
398,AND,1995,9.05995410338,15806.3970223
399,AND,1996,8.827525965469999,15808.212975299999
400,AND,1997,9.03414132667,15787.4088591
401,AND,1998,8.856889576939999,15792.7494046
402,AND,1999,8.72655573836,15796.2388927
403,AND,2000,8.691100028600001,15790.257098600001
404,AND,2001,8.574190912019999,15779.642526399999
405,AND,2002,8.41194197413,15781.1849885
406,AND,2003,8.39825743525,15791.326539500002
407,AND,2004,8.49156562463,15784.913711899999
408,AND,2005,8.400809356469999,15785.892324
409,AND,2006,8.333492316100001,15779.8116539
410,AND,2007,8.288439620870001,15775.155519400001
411,AND,2008,8.250017230860001,15758.9751794
412,AND,2009,8.2730335571,15764.3377857
413,AND,2010,8.29893127928,15756.1034401
414,AND,2011,8.36991841871,15762.5602964
415,AND,2012,8.41646914865,15757.7715951
416,AND,2013,8.44263092833,15770.121576299998
417,AND,2014,8.1888707409,15758.932613100002
418,AND,2015,8.2388786932,15771.113919999998
419,AND,2016,8.27552270972,15775.1318011
420,AGO,1800,,
421,AGO,1820,,
422,AGO,1940,,
423,AGO,1950,,
424,AGO,1951,,
425,AGO,1952,,
426,AGO,1953,,
427,AGO,1954,,
428,AGO,1955,,
429,AGO,1956,,
430,AGO,1957,,
431,AGO,1958,,
432,AGO,1959,,
433,AGO,1960,,
434,AGO,1961,,
435,AGO,1962,,
436,AGO,1963,,
437,AGO,1964,,
438,AGO,1965,,
439,AGO,1966,,
440,AGO,1967,,
441,AGO,1968,,
442,AGO,1969,,
443,AGO,1970,,
444,AGO,1971,,
445,AGO,1972,,
446,AGO,1973,,
447,AGO,1974,,
448,AGO,1975,,
449,AGO,1976,,
450,AGO,1977,,
451,AGO,1978,,
452,AGO,1979,,
453,AGO,1980,,
454,AGO,1981,,
455,AGO,1982,,
456,AGO,1983,,
457,AGO,1984,,
458,AGO,1985,,
459,AGO,1986,,
460,AGO,1987,,
461,AGO,1988,,
462,AGO,1989,,
463,AGO,1990,11.985794880699999,16021.3841446
464,AGO,1991,11.8744748227,16018.075076899999
465,AGO,1992,11.8040262075,16038.040157
466,AGO,1993,11.979483553800002,16050.4367916
467,AGO,1994,12.1783556667,16048.032498199998
468,AGO,1995,12.209577449100001,16061.4500845
469,AGO,1996,11.843013962799999,16038.149620500002
470,AGO,1997,11.6344173081,16021.519501499999
471,AGO,1998,12.2058343755,15995.2824367
472,AGO,1999,11.8876484201,15975.1773915
473,AGO,2000,11.710921103099999,15958.4265764
474,AGO,2001,11.6885251103,15922.6192574
475,AGO,2002,11.6325984541,15874.1642917
476,AGO,2003,11.8998019454,15849.1480567
477,AGO,2004,11.973916238900001,15821.230083200002
478,AGO,2005,11.8661093871,15779.0759584
479,AGO,2006,11.826249714200001,15726.6906507
480,AGO,2007,11.810272825999999,15671.8732248
481,AGO,2008,11.6827323249,15626.7284453
482,AGO,2009,11.5135150278,15578.574781099998
483,AGO,2010,11.3926522578,15537.002133599999
484,AGO,2011,11.2806512174,15512.615802200002
485,AGO,2012,11.1234955975,15501.173301800001
486,AGO,2013,11.029650767,15489.6792398
487,AGO,2014,10.945715890299999,15455.7855722
488,AGO,2015,10.7845611271,15441.4186903
489,AGO,2016,10.595723359099999,15430.116902999998
490,AIA,1800,,
491,AIA,1820,,
492,AIA,1950,,
493,AIA,1951,,
494,AIA,1952,,
495,AIA,1953,,
496,AIA,1954,,
497,AIA,1955,,
498,AIA,1956,,
499,AIA,1957,,
500,AIA,1958,,
501,AIA,1959,,
502,AIA,1960,,
503,AIA,1961,,
504,AIA,1962,,
505,AIA,1963,,
506,AIA,1964,,
507,AIA,1965,,
508,AIA,1966,,
509,AIA,1967,,
510,AIA,1968,,
511,AIA,1969,,
512,AIA,1970,,
513,AIA,1971,,
514,AIA,1972,,
515,AIA,1973,,
516,AIA,1974,,
517,AIA,1975,,
518,AIA,1976,,
519,AIA,1977,,
520,AIA,1978,,
521,AIA,1979,,
522,AIA,1980,,
523,AIA,1981,,
524,AIA,1982,,
525,AIA,1983,,
526,AIA,1984,,
527,AIA,1985,,
528,AIA,1986,,
529,AIA,1987,,
530,AIA,1988,,
531,AIA,1989,,
532,AIA,1990,,
533,AIA,1991,,
534,AIA,1992,,
535,AIA,1993,,
536,AIA,1994,,
537,AIA,1995,,
538,AIA,1996,,
539,AIA,1997,,
540,AIA,1998,,
541,AIA,1999,,
542,AIA,2000,,
543,AIA,2001,,
544,AIA,2002,,
545,AIA,2003,,
546,AIA,2004,,
547,AIA,2005,,
548,AIA,2006,,
549,AIA,2007,,
550,AIA,2008,,
551,AIA,2009,,
552,AIA,2010,,
553,AIA,2011,,
554,AIA,2012,,
555,AIA,2013,,
556,ATG,1800,,
557,ATG,1851,,
558,ATG,1861,,
559,ATG,1871,,
560,ATG,1881,,
561,ATG,1891,,
562,ATG,1901,,
563,ATG,1911,,
564,ATG,1921,,
565,ATG,1946,,
566,ATG,1950,,
567,ATG,1951,,
568,ATG,1952,,
569,ATG,1953,,
570,ATG,1954,,
571,ATG,1955,,
572,ATG,1956,,
573,ATG,1957,,
574,ATG,1958,,
575,ATG,1959,,
576,ATG,1960,,
577,ATG,1961,,
578,ATG,1962,,
579,ATG,1963,,
580,ATG,1964,,
581,ATG,1965,,
582,ATG,1966,,
583,ATG,1967,,
584,ATG,1968,,
585,ATG,1969,,
586,ATG,1970,,
587,ATG,1971,,
588,ATG,1972,,
589,ATG,1973,,
590,ATG,1974,,
591,ATG,1975,,
592,ATG,1976,,
593,ATG,1977,,
594,ATG,1978,,
595,ATG,1979,,
596,ATG,1980,,
597,ATG,1981,,
598,ATG,1982,,
599,ATG,1983,,
600,ATG,1984,,
601,ATG,1985,,
602,ATG,1986,,
603,ATG,1987,,
604,ATG,1988,,
605,ATG,1989,,
606,ATG,1990,2.17445624551,15562.8181437
607,ATG,1991,2.19887829613,15527.9204591
608,ATG,1992,2.1977450832799996,15498.1685783
609,ATG,1993,2.1724899951100003,15475.7045064
610,ATG,1994,2.14263603774,15440.127336500002
611,ATG,1995,2.16097885595,15409.147785100002
612,ATG,1996,2.15153487545,15398.553048500002
613,ATG,1997,2.1593592370700003,15381.513191600001
614,ATG,1998,2.2695126222999997,15353.9857853
615,ATG,1999,2.2800184194999997,15349.6195669
616,ATG,2000,2.20496749028,15342.164062
617,ATG,2001,2.2482971341,15323.924568299999
618,ATG,2002,2.24136995782,15319.5007438
619,ATG,2003,2.29471466861,15303.627576299998
620,ATG,2004,2.31859333293,15299.997494600002
621,ATG,2005,2.37564327828,15293.547961200002
622,ATG,2006,2.3619897001299996,15278.3887033
623,ATG,2007,2.3562571771000003,15259.3546325
624,ATG,2008,2.38572496937,15238.9619261
625,ATG,2009,2.39564988275,15225.533567
626,ATG,2010,2.41622686412,15215.432195899999
627,ATG,2011,2.44073779176,15218.036694999999
628,ATG,2012,2.31085543295,15204.2246602
629,ATG,2013,2.26639973159,15212.649107
630,ATG,2014,2.29937150076,15206.2350507
631,ATG,2015,2.2714667297799997,15209.6318366
632,ATG,2016,2.25387046483,15204.6979805
633,ARG,1800,,
634,ARG,1820,,
635,ARG,1850,,
636,ARG,1870,,
637,ARG,1890,,
638,ARG,1900,,
639,ARG,1901,,
640,ARG,1902,,
641,ARG,1903,,
642,ARG,1904,,
643,ARG,1905,,
644,ARG,1906,,
645,ARG,1907,,
646,ARG,1908,,
647,ARG,1909,,
648,ARG,1910,,
649,ARG,1911,,
650,ARG,1912,,
651,ARG,1913,,
652,ARG,1914,,
653,ARG,1915,,
654,ARG,1916,,
655,ARG,1917,,
656,ARG,1918,,
657,ARG,1919,,
658,ARG,1920,,
659,ARG,1921,,
660,ARG,1922,,
661,ARG,1923,,
662,ARG,1924,,
663,ARG,1925,,
664,ARG,1926,,
665,ARG,1927,,
666,ARG,1928,,
667,ARG,1929,,
668,ARG,1930,,
669,ARG,1931,,
670,ARG,1932,,
671,ARG,1933,,
672,ARG,1934,,
673,ARG,1935,,
674,ARG,1936,,
675,ARG,1937,,
676,ARG,1938,,
677,ARG,1939,,
678,ARG,1940,,
679,ARG,1941,,
680,ARG,1942,,
681,ARG,1943,,
682,ARG,1944,,
683,ARG,1945,,
684,ARG,1946,,
685,ARG,1947,,
686,ARG,1948,,
687,ARG,1949,,
688,ARG,1950,,
689,ARG,1951,,
690,ARG,1952,,
691,ARG,1953,,
692,ARG,1954,,
693,ARG,1955,,
694,ARG,1956,,
695,ARG,1957,,
696,ARG,1958,,
697,ARG,1959,,
698,ARG,1960,,
699,ARG,1961,,
700,ARG,1962,,
701,ARG,1963,,
702,ARG,1964,,
703,ARG,1965,,
704,ARG,1966,,
705,ARG,1967,,
706,ARG,1968,,
707,ARG,1969,,
708,ARG,1970,,
709,ARG,1971,,
710,ARG,1972,,
711,ARG,1973,,
712,ARG,1974,,
713,ARG,1975,,
714,ARG,1976,,
715,ARG,1977,,
716,ARG,1978,,
717,ARG,1979,,
718,ARG,1980,,
719,ARG,1981,,
720,ARG,1982,,
721,ARG,1983,,
722,ARG,1984,,
723,ARG,1985,,
724,ARG,1986,,
725,ARG,1987,,
726,ARG,1988,,
727,ARG,1989,,
728,ARG,1990,10.880653284200001,17310.3575372
729,ARG,1991,11.1011846065,17350.738973900006
730,ARG,1992,11.423688072400001,17414.7442396
731,ARG,1993,11.647908649300001,17458.9582844
732,ARG,1994,11.938514341300001,17513.482793900002
733,ARG,1995,12.1235822115,17579.355982
734,ARG,1996,12.3211952579,17572.9165932
735,ARG,1997,12.484202561300002,17572.4126961
736,ARG,1998,12.472319412000001,17562.349301599996
737,ARG,1999,12.479357965899998,17562.4029021
738,ARG,2000,12.4870401357,17565.454840899998
739,ARG,2001,12.527624145299999,17559.228001400006
740,ARG,2002,12.382021043700002,17566.278068
741,ARG,2003,11.975502453499999,17563.344564
742,ARG,2004,11.583394150799998,17568.018352799998
743,ARG,2005,11.4686065725,17579.5824652
744,ARG,2006,11.3849639712,17497.2319053
745,ARG,2007,11.4005289269,17412.951841
746,ARG,2008,11.3712673004,17349.5811642
747,ARG,2009,11.2957252009,17276.5179523
748,ARG,2010,11.1664436031,17216.160010599997
749,ARG,2011,11.1548635059,17207.9509478
750,ARG,2012,11.2572255756,17207.449887400002
751,ARG,2013,11.3946488827,17201.592119
752,ARG,2014,11.4778780601,17203.9228072
753,ARG,2015,11.3445439696,17195.205292299997
754,ARG,2016,11.198834314800001,17201.5254208
755,ARM,1800,,
756,ARM,1820,,
757,ARM,1950,,
758,ARM,1951,,
759,ARM,1952,,
760,ARM,1953,,
761,ARM,1954,,
762,ARM,1955,,
763,ARM,1956,,
764,ARM,1957,,
765,ARM,1958,,
766,ARM,1959,,
767,ARM,1960,,
768,ARM,1961,,
769,ARM,1962,,
770,ARM,1963,,
771,ARM,1964,,
772,ARM,1965,,
773,ARM,1966,,
774,ARM,1967,,
775,ARM,1968,,
776,ARM,1969,,
777,ARM,1970,,
778,ARM,1971,,
779,ARM,1972,,
780,ARM,1973,,
781,ARM,1974,,
782,ARM,1975,,
783,ARM,1976,,
784,ARM,1977,,
785,ARM,1978,,
786,ARM,1979,,
787,ARM,1980,,
788,ARM,1981,,
789,ARM,1982,,
790,ARM,1983,,
791,ARM,1984,,
792,ARM,1985,,
793,ARM,1986,,
794,ARM,1987,,
795,ARM,1988,,
796,ARM,1989,,
797,ARM,1990,4.1283339544,13017.238695999999
798,ARM,1991,4.20637758893,13009.8483757
799,ARM,1992,4.590774205440001,12995.3384323
800,ARM,1993,4.959730937790001,12980.1552593
801,ARM,1994,5.15671972829,12964.9914953
802,ARM,1995,5.28489323659,12959.440509999999
803,ARM,1996,5.24191924535,12951.575010399998
804,ARM,1997,4.947933208029999,12944.208255
805,ARM,1998,4.7411506201,12951.6983957
806,ARM,1999,4.65792483625,12960.6732752
807,ARM,2000,4.4215779479699995,12966.334843100001
808,ARM,2001,4.49057689065,12953.358033499999
809,ARM,2002,4.588650156,12942.443615200002
810,ARM,2003,4.72479824338,12943.1221623
811,ARM,2004,5.19562540505,12940.2899897
812,ARM,2005,5.78557694753,12943.290459000002
813,ARM,2006,6.44405201474,12941.9835506
814,ARM,2007,6.562269253959999,12945.3703892
815,ARM,2008,6.98643672755,12940.432326299999
816,ARM,2009,7.146356872619998,12946.6247892
817,ARM,2010,7.36069346996,12934.221908499998
818,ARM,2011,7.52474888015,12928.0903601
819,ARM,2012,7.91695728539,12920.6762551
820,ARM,2013,7.728620568169999,12908.676655599998
821,ARM,2014,7.55948537366,12896.4228195
822,ARM,2015,7.55348176714,12903.151492100002
823,ARM,2016,7.380740546049999,12900.997375100002
824,ABW,1800,,
825,ABW,1820,,
826,ABW,1950,,
827,ABW,1951,,
828,ABW,1952,,
829,ABW,1953,,
830,ABW,1954,,
831,ABW,1955,,
832,ABW,1956,,
833,ABW,1957,,
834,ABW,1958,,
835,ABW,1959,,
836,ABW,1960,,
837,ABW,1961,,
838,ABW,1962,,
839,ABW,1963,,
840,ABW,1964,,
841,ABW,1965,,
842,ABW,1966,,
843,ABW,1967,,
844,ABW,1968,,
845,ABW,1969,,
846,ABW,1970,,
847,ABW,1971,,
848,ABW,1972,,
849,ABW,1973,,
850,ABW,1974,,
851,ABW,1975,,
852,ABW,1976,,
853,ABW,1977,,
854,ABW,1978,,
855,ABW,1979,,
856,ABW,1980,,
857,ABW,1981,,
858,ABW,1982,,
859,ABW,1983,,
860,ABW,1984,,
861,ABW,1985,,
862,ABW,1986,,
863,ABW,1987,,
864,ABW,1988,,
865,ABW,1989,,
866,ABW,1990,,
867,ABW,1991,,
868,ABW,1992,,
869,ABW,1993,,
870,ABW,1994,,
871,ABW,1995,,
872,ABW,1996,,
873,ABW,1997,,
874,ABW,1998,,
875,ABW,1999,,
876,ABW,2000,,
877,ABW,2001,,
878,ABW,2002,,
879,ABW,2003,,
880,ABW,2004,,
881,ABW,2005,,
882,ABW,2006,,
883,ABW,2007,,
884,ABW,2008,,
885,ABW,2009,,
886,ABW,2010,,
887,ABW,2011,,
888,ABW,2012,,
889,ABW,2013,,
890,,1990,13.216078763299999,19181.7604933
891,,1991,13.135431902999999,19214.395098700003
892,,1992,13.0307869827,19258.0110523
893,,1993,12.853969731500001,19302.530842099997
894,,1994,13.039674682200001,19358.6963055
895,,1995,13.1920653167,19399.1458041
896,,1996,13.3177114334,19387.1381449
897,,1997,13.502297947,19377.6686162
898,,1998,13.4532780676,19374.6112195
899,,1999,13.060436689400001,19378.257607400006
900,,2000,12.606392216800002,19379.0006935
901,,2001,12.273297788299999,19387.4072493
902,,2002,11.9221878258,19390.188503
903,,2003,11.642199392,19414.5487693
904,,2004,11.4083850555,19429.313658099996
905,,2005,11.204541623399999,19452.2980285
906,,2006,11.1233800528,19405.4569349
907,,2007,11.1192393154,19356.3188339
908,,2008,11.1123438528,19309.384237000002
909,,2009,11.0176555983,19255.803379499997
910,,2010,10.9245629202,19223.285261
911,,2011,10.8178037192,19219.5551405
912,,2012,10.7586065394,19234.8026893
913,,2013,10.581054226100001,19242.4505403
914,,2014,10.6643281128,19243.2312951
915,,2015,10.5885005401,19243.646945900004
916,,2016,10.581838814700001,19268.0381203
917,AUS,1700,,
918,AUS,1800,,
919,AUS,1820,,
920,AUS,1821,,
921,AUS,1822,,
922,AUS,1823,,
923,AUS,1824,,
924,AUS,1825,,
925,AUS,1826,,
926,AUS,1827,,
927,AUS,1828,,
928,AUS,1829,,
929,AUS,1830,,
930,AUS,1831,,
931,AUS,1832,,
932,AUS,1833,,
933,AUS,1834,,
934,AUS,1835,,
935,AUS,1836,,
936,AUS,1837,,
937,AUS,1838,,
938,AUS,1839,,
939,AUS,1840,,
940,AUS,1841,,
941,AUS,1842,,
942,AUS,1843,,
943,AUS,1844,,
