,Code,Year,Prevalence - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Percent) (%)
94,ASM,2003,13.3309406126
95,ASM,2004,13.3402232427
96,ASM,2005,13.3417984945
97,ASM,2006,13.3455389748
98,ASM,2007,13.3557375275
99,ASM,2008,13.355152167699998
100,ASM,2009,13.354435035100002
101,ASM,2010,13.3664266248
102,ASM,2011,13.3669723275
103,ASM,2012,13.3857448996
104,ASM,2013,13.381550703599999
105,ASM,2014,13.388712374
106,ASM,2015,13.397560699400001
107,ASM,2016,13.401857783599999
108,,1990,14.6231934064
109,,1991,14.626208364000002
110,,1992,14.6309176643
111,,1993,14.635214189200001
112,,1994,14.642318819700003
113,,1995,14.649733714999998
114,,1996,14.6374210404
115,,1997,14.6316480263
116,,1998,14.6196880424
117,,1999,14.613672265999998
118,,2000,14.604816279100001
119,,2001,14.5872462722
120,,2002,14.5732184446
121,,2003,14.567176820699999
122,,2004,14.5546594324
123,,2005,14.547852272299998
124,,2006,14.5379374108
125,,2007,14.517354556099999
126,,2008,14.5201839795
127,,2009,14.5055325028
128,,2010,14.4950263351
129,,2011,14.5026568354
130,,2012,14.5116362314
131,,2013,14.5159655129
132,,2014,14.528444495
133,,2015,14.5259708381
134,,2016,14.543333775
135,AND,1990,17.0864673676
136,AND,1991,17.090676188499998
