,Code,Year,Prevalence - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Percent) (%)
1546,DMA,1997,15.934456493099999
1547,DMA,1998,15.9367417189
1548,DMA,1999,15.9513486702
1549,DMA,2000,15.952297894800001
1550,DMA,2001,15.935618343699998
1551,DMA,2002,15.933524859600002
1552,DMA,2003,15.9134785842
1553,DMA,2004,15.9129429676
1554,DMA,2005,15.897298100599999
1555,DMA,2006,15.894318997100001
1556,DMA,2007,15.8935315922
1557,DMA,2008,15.901908889000001
1558,DMA,2009,15.8812587985
1559,DMA,2010,15.8849907097
1560,DMA,2011,15.8882801097
1561,DMA,2012,15.8998066879
1562,DMA,2013,15.912755732599999
1563,DMA,2014,15.9181026992
1564,DMA,2015,15.9251734863
1565,DMA,2016,15.9322085744
1566,DOM,1990,15.632259812200001
1567,DOM,1991,15.6358513188
1568,DOM,1992,15.647315805600002
1569,DOM,1993,15.6460761758
1570,DOM,1994,15.6478989103
1571,DOM,1995,15.6570974657
1572,DOM,1996,15.6813322578
1573,DOM,1997,15.708689903800002
1574,DOM,1998,15.7298822325
1575,DOM,1999,15.7598274307
1576,DOM,2000,15.782826410899998
1577,DOM,2001,15.774203110599997
1578,DOM,2002,15.7804021965
1579,DOM,2003,15.7807373045
1580,DOM,2004,15.7811039905
1581,DOM,2005,15.779281080499999
1582,DOM,2006,15.778919468699998
1583,DOM,2007,15.7770901687
1584,DOM,2008,15.7827396948
1585,DOM,2009,15.7790147629
1586,DOM,2010,15.7809860426
1587,DOM,2011,15.7695086624
1588,DOM,2012,15.78029407
1589,DOM,2013,15.7738031202
1590,DOM,2014,15.767931661099999
1591,DOM,2015,15.7657682671
1592,DOM,2016,15.7618044799
1593,,1990,14.5802236621
1594,,1991,14.680788573800001
1595,,1992,14.7564389031
1596,,1993,14.8113137566
1597,,1994,14.8559341438
1598,,1995,14.8939779261
1599,,1996,14.9177524122
1600,,1997,14.952519302799999
1601,,1998,14.989018118599999
1602,,1999,15.0221498566
1603,,2000,15.0640159005
1604,,2001,15.023546070999998
1605,,2002,14.985517291099999
1606,,2003,14.9495011949
1607,,2004,14.912695094000002
1608,,2005,14.876039662599997
1609,,2006,14.8955509322
1610,,2007,14.9138768111
1611,,2008,14.926373711900004
1612,,2009,14.939952289
1613,,2010,14.952299526500001
1614,,2011,14.9079151026
1615,,2012,14.8661066107
1616,,2013,14.8231063814
1617,,2014,14.7785766788
1618,,2015,14.736567417499998
1619,,2016,14.693352014800002
1620,,1990,17.4879158393
1621,,1991,17.5651979597
1622,,1992,17.638641123699998
1623,,1993,17.7185888267
1624,,1994,17.806739940699998
1625,,1995,17.8950362129
1626,,1996,17.9288371031
1627,,1997,17.9594801921
1628,,1998,18.000168116300003
1629,,1999,18.0315272178
1630,,2000,18.074728333099998
1631,,2001,18.0383375427
1632,,2002,18.0106190158
1633,,2003,17.9852801595
1634,,2004,17.9487904245
1635,,2005,17.918606281600002
1636,,2006,17.8498270895
1637,,2007,17.784004551
1638,,2008,17.721224078200002
1639,,2009,17.6560889016
1640,,2010,17.5994133523
1641,,2011,17.560197534300002
1642,,2012,17.5158550756
1643,,2013,17.4730785956
1644,,2014,17.4412942928
1645,,2015,17.3984540216
1646,,2016,17.3641170067
1647,,1990,16.5003247583
1648,,1991,16.5064891147
1649,,1992,16.5161785491
1650,,1993,16.5236532793
1651,,1994,16.532320402699998
1652,,1995,16.5482781589
1653,,1996,16.5388715217
1654,,1997,16.5350820379
1655,,1998,16.535449537799998
1656,,1999,16.5286641052
1657,,2000,16.5336633573
1658,,2001,16.5121464479
1659,,2002,16.4948451608
1660,,2003,16.4743446759
1661,,2004,16.458879327000002
1662,,2005,16.4416013363
1663,,2006,16.4077181918
1664,,2007,16.370674224400002
1665,,2008,16.3373089401
1666,,2009,16.3088711779
1667,,2010,16.2788693699
1668,,2011,16.2592537102
1669,,2012,16.2433860466
1670,,2013,16.2256001545
1671,,2014,16.2085033451
1672,,2015,16.1953311692
1673,,2016,16.1828736916
1674,ECU,1990,15.072415576400001
1675,ECU,1991,15.068407911700001
1676,ECU,1992,15.0616067728
1677,ECU,1993,15.050615365799999
1678,ECU,1994,15.0518202298
1679,ECU,1995,15.0434063234
1680,ECU,1996,15.0227986072
1681,ECU,1997,15.0187607903
1682,ECU,1998,15.0061879152
1683,ECU,1999,14.995068083900001
1684,ECU,2000,14.9902909577
1685,ECU,2001,14.9842012353
1686,ECU,2002,14.980077767000001
1687,ECU,2003,14.9874748279
1688,ECU,2004,14.9832835296
1689,ECU,2005,14.989546871500002
1690,ECU,2006,14.9836326606
1691,ECU,2007,14.9668124269
1692,ECU,2008,14.966394999400004
1693,ECU,2009,14.9662825809
1694,ECU,2010,14.9584940612
1695,ECU,2011,14.9651596942
1696,ECU,2012,14.967748534799998
1697,ECU,2013,14.971175027200001
1698,ECU,2014,14.9765415563
1699,ECU,2015,14.9729649781
1700,ECU,2016,14.98610665
1701,EGY,1990,16.7888883174
1702,EGY,1991,16.7873015568
1703,EGY,1992,16.7823765439
1704,EGY,1993,16.7865606468
1705,EGY,1994,16.7758220759
1706,EGY,1995,16.7877883584
1707,EGY,1996,16.6883222257
1708,EGY,1997,16.620668253199998
1709,EGY,1998,16.5385977472
1710,EGY,1999,16.4662915281
1711,EGY,2000,16.3794907149
1712,EGY,2001,16.3561700443
1713,EGY,2002,16.344732019400002
1714,EGY,2003,16.321636873800003
1715,EGY,2004,16.3046691771
1716,EGY,2005,16.291358691099997
1717,EGY,2006,16.3565734203
1718,EGY,2007,16.4070364232
1719,EGY,2008,16.473481736700002
1720,EGY,2009,16.5406500116
1721,EGY,2010,16.604256772699998
1722,EGY,2011,16.629955903
1723,EGY,2012,16.6317848555
1724,EGY,2013,16.630652849300002
1725,EGY,2014,16.6414051225
1726,EGY,2015,16.6436960929
1727,EGY,2016,16.6502787145
1728,SLV,1990,14.821132542
1729,SLV,1991,14.800686741700002
1730,SLV,1992,14.7990626007
1731,SLV,1993,14.790101144300001
1732,SLV,1994,14.7809645407
1733,SLV,1995,14.7626165811
1734,SLV,1996,14.7455944964
1735,SLV,1997,14.725633441900001
1736,SLV,1998,14.7131426447
1737,SLV,1999,14.7010043594
1738,SLV,2000,14.673387079400001
1739,SLV,2001,14.6457537072
1740,SLV,2002,14.6260093154
1741,SLV,2003,14.604669218699998
1742,SLV,2004,14.580685298299999
1743,SLV,2005,14.5505850829
1744,SLV,2006,14.556993348499999
1745,SLV,2007,14.5529309118
1746,SLV,2008,14.542754846800001
1747,SLV,2009,14.526129527600002
1748,SLV,2010,14.513283661900001
1749,SLV,2011,14.5155396977
1750,SLV,2012,14.516320097000001
1751,SLV,2013,14.5072459594
1752,SLV,2014,14.504800714999998
1753,SLV,2015,14.499828033199996
1754,SLV,2016,14.501072766100002
1755,,1990,17.385237874
1756,,1991,17.418883844
1757,,1992,17.4557207356
1758,,1993,17.4956889064
1759,,1994,17.5351824051
1760,,1995,17.5823913016
1761,,1996,17.5745404936
1762,,1997,17.5715100285
1763,,1998,17.5674360897
1764,,1999,17.566817304999994
1765,,2000,17.568715556300003
1766,,2001,17.5626880728
1767,,2002,17.556858710100002
1768,,2003,17.5487433104
1769,,2004,17.5393735734
1770,,2005,17.534090986699994
1771,,2006,17.534094967399998
1772,,2007,17.5310528445
1773,,2008,17.5315994238
1774,,2009,17.5327486535
1775,,2010,17.537269688400002
1776,,2011,17.5264010311
1777,,2012,17.5204180878
1778,,2013,17.5127690471
1779,,2014,17.5064337155
1780,,2015,17.502109160499998
1781,,2016,17.4999263392
1782,GNQ,1990,16.5215667274
1783,GNQ,1991,16.489882199300002
1784,GNQ,1992,16.477609739000002
1785,GNQ,1993,16.4678848539
1786,GNQ,1994,16.446315522400006
1787,GNQ,1995,16.4291368094
1788,GNQ,1996,16.2793689583
1789,GNQ,1997,16.147171143199998
1790,GNQ,1998,16.0163168065
1791,GNQ,1999,15.9008462697
1792,GNQ,2000,15.8003319316
1793,GNQ,2001,15.686408074200001
1794,GNQ,2002,15.6131495146
1795,GNQ,2003,15.521262464300001
1796,GNQ,2004,15.4407799485
1797,GNQ,2005,15.369487945
1798,GNQ,2006,15.347398404500003
1799,GNQ,2007,15.315202814700001
1800,GNQ,2008,15.289446140299999
1801,GNQ,2009,15.2662146738
1802,GNQ,2010,15.2491781857
1803,GNQ,2011,15.2310246174
1804,GNQ,2012,15.2337619671
1805,GNQ,2013,15.229064853499999
1806,GNQ,2014,15.2169376182
1807,GNQ,2015,15.212150128
1808,GNQ,2016,15.201647343900001
1809,ERI,1990,16.7971285356
1810,ERI,1991,16.7636142657
1811,ERI,1992,16.7309477837
1812,ERI,1993,16.698934523000002
1813,ERI,1994,16.6679738203
1814,ERI,1995,16.642481215700002
1815,ERI,1996,16.5963007654
1816,ERI,1997,16.5563613488
1817,ERI,1998,16.5186837241
1818,ERI,1999,16.482718044000002
1819,ERI,2000,16.438898898399998
1820,ERI,2001,16.415903707800002
1821,ERI,2002,16.406171689100002
1822,ERI,2003,16.3950926755
1823,ERI,2004,16.3668507187
1824,ERI,2005,16.363986023
1825,ERI,2006,16.3589219052
1826,ERI,2007,16.3560526224
1827,ERI,2008,16.358100495200002
1828,ERI,2009,16.3490886656
1829,ERI,2010,16.351526629000002
1830,ERI,2011,16.3464899194
1831,ERI,2012,16.3438692941
1832,ERI,2013,16.3466656009
1833,ERI,2014,16.3472165478
1834,ERI,2015,16.3419289597
1835,ERI,2016,16.354397574
1836,EST,1990,18.2862806801
1837,EST,1991,18.2741029444
1838,EST,1992,18.2696759
1839,EST,1993,18.2741678799
1840,EST,1994,18.2815753122
1841,EST,1995,18.2756626885
1842,EST,1996,18.2683844175
1843,EST,1997,18.2711792505
1844,EST,1998,18.2600477593
1845,EST,1999,18.2675751206
1846,EST,2000,18.2613309094
1847,EST,2001,18.1977703973
1848,EST,2002,18.1576908919
1849,EST,2003,18.1044290179
1850,EST,2004,18.0552809825
1851,EST,2005,18.0050500498
1852,EST,2006,17.934001430800006
1853,EST,2007,17.8586923577
1854,EST,2008,17.7806616149
1855,EST,2009,17.7028034569
1856,EST,2010,17.6398220132
1857,EST,2011,17.602974416600002
1858,EST,2012,17.5664596008
1859,EST,2013,17.5152175284
1860,EST,2014,17.496436698500002
1861,EST,2015,17.4505786331
1862,EST,2016,17.4133494439
1863,ETH,1990,17.3477456343
1864,ETH,1991,17.354343917100007
1865,ETH,1992,17.362793790999998
1866,ETH,1993,17.3673711428
1867,ETH,1994,17.3581671747
1868,ETH,1995,17.3779907558
1869,ETH,1996,17.362160060500006
1870,ETH,1997,17.3617580286
1871,ETH,1998,17.3627525602
1872,ETH,1999,17.348353523900002
1873,ETH,2000,17.355224775
1874,ETH,2001,17.3188228771
1875,ETH,2002,17.282437528800003
1876,ETH,2003,17.2471552963
1877,ETH,2004,17.219027612
1878,ETH,2005,17.1827326829
1879,ETH,2006,17.146226088
1880,ETH,2007,17.1076142485
1881,ETH,2008,17.0732309176
1882,ETH,2009,17.052930604
1883,ETH,2010,17.0232433375
1884,ETH,2011,16.986163632900002
1885,ETH,2012,16.9408292287
1886,ETH,2013,16.899444142500002
1887,ETH,2014,16.862374164800002
1888,ETH,2015,16.8325929895
1889,ETH,2016,16.796416735999998
1890,FJI,1990,13.1637824761
1891,FJI,1991,13.177097365000002
1892,FJI,1992,13.2062252327
1893,FJI,1993,13.2199900338
1894,FJI,1994,13.241242987900002
1895,FJI,1995,13.2665883415
1896,FJI,1996,13.2638629548
1897,FJI,1997,13.2712939358
1898,FJI,1998,13.2850524543
1899,FJI,1999,13.282189394899998
1900,FJI,2000,13.2989843815
1901,FJI,2001,13.2975476199
1902,FJI,2002,13.2973123896
1903,FJI,2003,13.300649235699996
1904,FJI,2004,13.3035171003
1905,FJI,2005,13.302607249200001
1906,FJI,2006,13.3130769827
1907,FJI,2007,13.316182185899999
1908,FJI,2008,13.3032688993
1909,FJI,2009,13.3052820657
1910,FJI,2010,13.2888641966
1911,FJI,2011,13.2953818796
1912,FJI,2012,13.297576792000001
1913,FJI,2013,13.292863891600001
1914,FJI,2014,13.2949696468
1915,FJI,2015,13.3048113103
1916,FJI,2016,13.308217570899998
1917,FIN,1990,18.8427711634
1918,FIN,1991,18.87610552
1919,FIN,1992,18.8961287683
1920,FIN,1993,18.9295782371
1921,FIN,1994,18.9534925428
1922,FIN,1995,18.9731574939
1923,FIN,1996,18.975362708800002
1924,FIN,1997,18.9928043376
1925,FIN,1998,19.0088994629
1926,FIN,1999,19.0186665911
1927,FIN,2000,19.0362540856
1928,FIN,2001,19.0369882922
1929,FIN,2002,19.035192973599997
1930,FIN,2003,19.0410750902
1931,FIN,2004,19.0383329429
1932,FIN,2005,19.039046257
1933,FIN,2006,19.0427461817
1934,FIN,2007,19.0368264566
1935,FIN,2008,19.047482656
1936,FIN,2009,19.0483791029
1937,FIN,2010,19.059142444400003
1938,FIN,2011,19.0148774023
1939,FIN,2012,18.9756921057
1940,FIN,2013,18.9554807154
1941,FIN,2014,18.919113625599998
1942,FIN,2015,18.8803081776
1943,FIN,2016,18.8470940525
1944,FRA,1990,18.5895567557
1945,FRA,1991,18.5691023665
1946,FRA,1992,18.549938246900002
1947,FRA,1993,18.5257533597
1948,FRA,1994,18.497183072000002
1949,FRA,1995,18.4677235761
1950,FRA,1996,18.496367367
1951,FRA,1997,18.5271527988
1952,FRA,1998,18.575968925999998
1953,FRA,1999,18.6139071478
1954,FRA,2000,18.6428886833
1955,FRA,2001,18.6303987022
1956,FRA,2002,18.624810329200002
1957,FRA,2003,18.6080206251
1958,FRA,2004,18.5988921762
1959,FRA,2005,18.5891020289
1960,FRA,2006,18.599559020100006
1961,FRA,2007,18.6073319978
1962,FRA,2008,18.6089482533
1963,FRA,2009,18.6216498927
1964,FRA,2010,18.6317808326
1965,FRA,2011,18.602868028099998
1966,FRA,2012,18.5692231352
1967,FRA,2013,18.5590045608
1968,FRA,2014,18.5214279322
1969,FRA,2015,18.4912896659
1970,FRA,2016,18.4673269592
1971,GAB,1990,15.5975519324
1972,GAB,1991,15.592766176900001
1973,GAB,1992,15.595532184300001
1974,GAB,1993,15.580370311800001
1975,GAB,1994,15.5797082503
1976,GAB,1995,15.5790680944
1977,GAB,1996,15.5644486463
1978,GAB,1997,15.5482261505
1979,GAB,1998,15.5445734528
1980,GAB,1999,15.5253884444
1981,GAB,2000,15.519415993900001
1982,GAB,2001,15.506271598999998
1983,GAB,2002,15.4885616355
1984,GAB,2003,15.4947290146
1985,GAB,2004,15.4731323654
1986,GAB,2005,15.465362473299999
1987,GAB,2006,15.438935503699998
1988,GAB,2007,15.416209844
1989,GAB,2008,15.388479108499999
1990,GAB,2009,15.3718933111
1991,GAB,2010,15.3499995578
1992,GAB,2011,15.3277367048
1993,GAB,2012,15.3266437265
1994,GAB,2013,15.308907652199998
1995,GAB,2014,15.294193428599998
1996,GAB,2015,15.2806395198
1997,GAB,2016,15.270541970500002
1998,GMB,1990,15.5469332052
1999,GMB,1991,15.5537762727
2000,GMB,1992,15.564336985399999
2001,GMB,1993,15.5818930575
2002,GMB,1994,15.595168058499999
2003,GMB,1995,15.611431642100001
2004,GMB,1996,15.6030173366
2005,GMB,1997,15.6045928995
2006,GMB,1998,15.599941908100002
2007,GMB,1999,15.5979822146
2008,GMB,2000,15.5966077855
2009,GMB,2001,15.584193454600001
2010,GMB,2002,15.5849130399
2011,GMB,2003,15.5741362473
2012,GMB,2004,15.578333945299999
2013,GMB,2005,15.5693620585
2014,GMB,2006,15.5524891029
2015,GMB,2007,15.529763922
2016,GMB,2008,15.4989407351
2017,GMB,2009,15.4892542235
2018,GMB,2010,15.4724301306
2019,GMB,2011,15.4766066423
2020,GMB,2012,15.4889093828
2021,GMB,2013,15.4985363177
2022,GMB,2014,15.5071304205
2023,GMB,2015,15.507339614400001
2024,GMB,2016,15.522308054200002
2025,GEO,1990,13.540337998699998
2026,GEO,1991,13.536543842
2027,GEO,1992,13.535466212200001
2028,GEO,1993,13.5365497158
2029,GEO,1994,13.528621276400001
2030,GEO,1995,13.540867873000002
2031,GEO,1996,13.5413292903
2032,GEO,1997,13.5674211837
2033,GEO,1998,13.5848573474
2034,GEO,1999,13.599131948800002
2035,GEO,2000,13.613771252000001
2036,GEO,2001,13.6095608783
2037,GEO,2002,13.6053448484
2038,GEO,2003,13.6060744176
2039,GEO,2004,13.614379683800001
2040,GEO,2005,13.623882206800001
2041,GEO,2006,13.6151851027
2042,GEO,2007,13.5971334301
2043,GEO,2008,13.593819683800001
2044,GEO,2009,13.5752298528
2045,GEO,2010,13.569913753900002
2046,GEO,2011,13.577753274400001
2047,GEO,2012,13.601477312900002
2048,GEO,2013,13.5955105445
2049,GEO,2014,13.6169497011
2050,GEO,2015,13.6487317332
2051,GEO,2016,13.6578122726
2052,DEU,1990,17.8154060586
2053,DEU,1991,17.9105140556
2054,DEU,1992,18.0059840577
2055,DEU,1993,18.1119958399
2056,DEU,1994,18.219669177
2057,DEU,1995,18.3356426016
2058,DEU,1996,18.3250477967
2059,DEU,1997,18.3209668824
2060,DEU,1998,18.3202997129
2061,DEU,1999,18.2890877848
2062,DEU,2000,18.291562841199998
2063,DEU,2001,18.1859153016
2064,DEU,2002,18.092761806800002
2065,DEU,2003,18.0003389019
2066,DEU,2004,17.9162522036
2067,DEU,2005,17.8288733243
2068,DEU,2006,17.840079014900006
2069,DEU,2007,17.8515075504
2070,DEU,2008,17.859450327
2071,DEU,2009,17.8747535716
2072,DEU,2010,17.892244518
2073,DEU,2011,17.842481545
2074,DEU,2012,17.8163314263
2075,DEU,2013,17.7828912491
2076,DEU,2014,17.7360065192
2077,DEU,2015,17.7001421567
2078,DEU,2016,17.660860225300006
2079,GHA,1990,14.9484031761
2080,GHA,1991,14.9394751345
2081,GHA,1992,14.925932609
2082,GHA,1993,14.921337989500001
2083,GHA,1994,14.908115133199999
2084,GHA,1995,14.9032472658
2085,GHA,1996,14.900881395499999
2086,GHA,1997,14.877201734500003
2087,GHA,1998,14.8840645429
2088,GHA,1999,14.863368236400001
2089,GHA,2000,14.8563710481
2090,GHA,2001,14.8454961982
2091,GHA,2002,14.8512121281
2092,GHA,2003,14.8446885573
2093,GHA,2004,14.8476799395
2094,GHA,2005,14.843488991700001
2095,GHA,2006,14.832767611900001
2096,GHA,2007,14.8216074775
2097,GHA,2008,14.8059603034
2098,GHA,2009,14.7964569983
2099,GHA,2010,14.7798959151
2100,GHA,2011,14.772857065999998
2101,GHA,2012,14.777124461700001
2102,GHA,2013,14.7790397723
2103,GHA,2014,14.765014841400001
2104,GHA,2015,14.7755968525
2105,GHA,2016,14.7688546881
2106,GRC,1990,17.1971972395
2107,GRC,1991,17.2106940232
2108,GRC,1992,17.213040085899998
2109,GRC,1993,17.228352853500002
2110,GRC,1994,17.2366633901
2111,GRC,1995,17.2437886484
2112,GRC,1996,17.2641612838
2113,GRC,1997,17.283059063099998
2114,GRC,1998,17.3076312265
2115,GRC,1999,17.3383505141
2116,GRC,2000,17.3523811112
2117,GRC,2001,17.4162914259
2118,GRC,2002,17.4723923556
2119,GRC,2003,17.5245273902
2120,GRC,2004,17.5820520272
2121,GRC,2005,17.6314212395
2122,GRC,2006,17.642992168499998
2123,GRC,2007,17.653283545500003
2124,GRC,2008,17.668269203399998
2125,GRC,2009,17.6738928178
2126,GRC,2010,17.6949272292
2127,GRC,2011,17.671984435
2128,GRC,2012,17.615937952499994
2129,GRC,2013,17.581786851500002
2130,GRC,2014,17.5324041686
2131,GRC,2015,17.487368586800002
2132,GRC,2016,17.438396177
2133,GRL,1990,22.027584267199998
2134,GRL,1991,22.0931084155
2135,GRL,1992,22.1547729869
2136,GRL,1993,22.2174253715
2137,GRL,1994,22.273945290900002
2138,GRL,1995,22.3424216871
2139,GRL,1996,22.356438566599998
2140,GRL,1997,22.3820019916
2141,GRL,1998,22.399115855799998
2142,GRL,1999,22.426252394899997
2143,GRL,2000,22.456751679699998
2144,GRL,2001,22.427789449699997
2145,GRL,2002,22.4030703259
2146,GRL,2003,22.3940533602
2147,GRL,2004,22.369815997600003
2148,GRL,2005,22.346163771500002
2149,GRL,2006,22.363202671999996
2150,GRL,2007,22.3696000732
2151,GRL,2008,22.3878370207
2152,GRL,2009,22.420156250100003
2153,GRL,2010,22.4529466701
2154,GRL,2011,22.388643512399998
2155,GRL,2012,22.342171507899998
2156,GRL,2013,22.288287247
2157,GRL,2014,22.2390618033
2158,GRL,2015,22.176340754699996
2159,GRL,2016,22.137973303800003
2160,GRD,1990,15.422045046700001
2161,GRD,1991,15.429151910800002
2162,GRD,1992,15.4633390456
2163,GRD,1993,15.478206981700001
2164,GRD,1994,15.4913207661
2165,GRD,1995,15.4896050911
2166,GRD,1996,15.521095113
2167,GRD,1997,15.563799531199999
2168,GRD,1998,15.5998684293
2169,GRD,1999,15.6213168759
2170,GRD,2000,15.66629434
2171,GRD,2001,15.6770345766
2172,GRD,2002,15.713422743599999
2173,GRD,2003,15.725773622299998
2174,GRD,2004,15.7485975843
2175,GRD,2005,15.7657320488
2176,GRD,2006,15.766485063
2177,GRD,2007,15.754356763299999
2178,GRD,2008,15.762577576099998
2179,GRD,2009,15.730870189500001
2180,GRD,2010,15.695484213399999
2181,GRD,2011,15.696929938399999
2182,GRD,2012,15.704393414699998
2183,GRD,2013,15.7035774239
2184,GRD,2014,15.7123005149
2185,GRD,2015,15.7072738282
2186,GRD,2016,15.7103816241
2187,GUM,1990,13.631977503800002
2188,GUM,1991,13.762726712100001
2189,GUM,1992,13.839642519000002
2190,GUM,1993,13.889253817300002
2191,GUM,1994,13.9312652468
2192,GUM,1995,13.9630179304
2193,GUM,1996,13.9709335045
2194,GUM,1997,13.9677311979
2195,GUM,1998,13.9699055529
2196,GUM,1999,13.9677295545
2197,GUM,2000,13.9588241128
2198,GUM,2001,13.9643381125
2199,GUM,2002,13.9609092324
2200,GUM,2003,13.959075979100001
2201,GUM,2004,13.963812465999998
2202,GUM,2005,13.9730040004
2203,GUM,2006,13.9866329048
2204,GUM,2007,13.9968889678
2205,GUM,2008,14.011579975
2206,GUM,2009,14.019562206600002
2207,GUM,2010,14.0368769083
2208,GUM,2011,14.032511599600001
2209,GUM,2012,14.032675782599998
2210,GUM,2013,14.031452525399999
2211,GUM,2014,14.029138720299999
2212,GUM,2015,14.033403912799999
2213,GUM,2016,14.0294514308
2214,GTM,1990,14.9925655432
2215,GTM,1991,15.005378139100001
2216,GTM,1992,15.020214058599999
2217,GTM,1993,15.035867876800001
2218,GTM,1994,15.045831856
2219,GTM,1995,15.0692798504
2220,GTM,1996,15.076423181300001
2221,GTM,1997,15.0957181925
2222,GTM,1998,15.101799729000001
2223,GTM,1999,15.110413025200002
2224,GTM,2000,15.148477158399999
2225,GTM,2001,15.100024406300001
2226,GTM,2002,15.053565349600001
2227,GTM,2003,15.0174064104
2228,GTM,2004,14.982509272799998
2229,GTM,2005,14.948274666800001
2230,GTM,2006,14.9197760215
2231,GTM,2007,14.902662601600001
2232,GTM,2008,14.8756373751
2233,GTM,2009,14.8461398352
2234,GTM,2010,14.8207056475
2235,GTM,2011,14.7877477687
2236,GTM,2012,14.7458711299
2237,GTM,2013,14.71621461
2238,GTM,2014,14.683665075899999
2239,GTM,2015,14.652431571300001
2240,GTM,2016,14.618234010699997
2241,GIN,1990,14.921982823699999
2242,GIN,1991,14.9155883228
2243,GIN,1992,14.9352706508
2244,GIN,1993,14.9427118855
2245,GIN,1994,14.942192276399998
2246,GIN,1995,14.9569854073
2247,GIN,1996,14.963739082899997
2248,GIN,1997,14.982349165
2249,GIN,1998,15.006285403900002
2250,GIN,1999,15.012709251099999
2251,GIN,2000,15.0289390228
2252,GIN,2001,15.038544580400002
2253,GIN,2002,15.067392328499999
2254,GIN,2003,15.0733786659
2255,GIN,2004,15.092369486900001
2256,GIN,2005,15.1210539358
2257,GIN,2006,15.1241561664
2258,GIN,2007,15.1332874182
2259,GIN,2008,15.1310355182
2260,GIN,2009,15.1359078407
2261,GIN,2010,15.144300844799998
2262,GIN,2011,15.1443458181
2263,GIN,2012,15.1418494943
2264,GIN,2013,15.1412992054
2265,GIN,2014,15.1325700763
2266,GIN,2015,15.138527258600002
2267,GIN,2016,15.1446825014
2268,GNB,1990,15.0941172604
2269,GNB,1991,15.076264446400002
2270,GNB,1992,15.071838234200001
2271,GNB,1993,15.0656500008
2272,GNB,1994,15.05982302
2273,GNB,1995,15.0513497446
2274,GNB,1996,15.053055275499997
2275,GNB,1997,15.056504020200002
2276,GNB,1998,15.0648951057
2277,GNB,1999,15.069178741200002
2278,GNB,2000,15.074238528499999
2279,GNB,2001,15.085391973800002
2280,GNB,2002,15.0880129778
2281,GNB,2003,15.1030377399
2282,GNB,2004,15.1061670567
2283,GNB,2005,15.1187344069
2284,GNB,2006,15.137537158699999
2285,GNB,2007,15.154160588699998
2286,GNB,2008,15.1696563583
2287,GNB,2009,15.182762327
2288,GNB,2010,15.2074444562
2289,GNB,2011,15.217502282600002
2290,GNB,2012,15.222954474700003
2291,GNB,2013,15.236639208
2292,GNB,2014,15.2452496591
2293,GNB,2015,15.251363791800001
2294,GNB,2016,15.2732180625
2295,GUY,1990,16.6278751474
2296,GUY,1991,16.668836179499998
2297,GUY,1992,16.705069212799998
2298,GUY,1993,16.7610498646
2299,GUY,1994,16.8096120084
2300,GUY,1995,16.8473343474
2301,GUY,1996,16.8892234932
2302,GUY,1997,16.9250874778
2303,GUY,1998,16.984251678699998
2304,GUY,1999,17.012674047500006
2305,GUY,2000,17.0527983683
2306,GUY,2001,17.0685903095
2307,GUY,2002,17.092469019600006
2308,GUY,2003,17.1101395765
2309,GUY,2004,17.1251457601
2310,GUY,2005,17.1538052177
2311,GUY,2006,17.1684749691
2312,GUY,2007,17.1779243937
2313,GUY,2008,17.191946201900002
2314,GUY,2009,17.2176813176
2315,GUY,2010,17.225763788000002
2316,GUY,2011,17.2104581596
2317,GUY,2012,17.190831097
2318,GUY,2013,17.1680678599
2319,GUY,2014,17.1649858438
2320,GUY,2015,17.1383576876
2321,GUY,2016,17.1311452863
2322,HTI,1990,15.8664553334
2323,HTI,1991,15.881796992300002
2324,HTI,1992,15.891689503599999
2325,HTI,1993,15.902304033499998
2326,HTI,1994,15.899148638400002
2327,HTI,1995,15.9173795901
2328,HTI,1996,15.906338791400001
2329,HTI,1997,15.902170427599998
2330,HTI,1998,15.898139492
2331,HTI,1999,15.8907444994
2332,HTI,2000,15.8874600164
2333,HTI,2001,15.8767211081
2334,HTI,2002,15.870713876199998
2335,HTI,2003,15.858886121600001
2336,HTI,2004,15.853373733500002
2337,HTI,2005,15.846926023699998
2338,HTI,2006,15.857802528399999
2339,HTI,2007,15.859602075500002
2340,HTI,2008,15.8710062556
2341,HTI,2009,15.8841734678
2342,HTI,2010,15.8904082227
2343,HTI,2011,15.8931263061
2344,HTI,2012,15.9105430442
2345,HTI,2013,15.90961339
2346,HTI,2014,15.9260364598
2347,HTI,2015,15.939099355299998
2348,HTI,2016,15.9404641976
2349,,1990,17.823901766299997
2350,,1991,17.8427286028
2351,,1992,17.8648138007
2352,,1993,17.8848203748
2353,,1994,17.9047887191
2354,,1995,17.926130093199998
2355,,1996,17.9575477718
2356,,1997,17.9920884864
2357,,1998,18.033238000900003
2358,,1999,18.0716729108
2359,,2000,18.1183764823
2360,,2001,18.1207751098
2361,,2002,18.127195477300006
2362,,2003,18.1307731094
2363,,2004,18.1367665591
2364,,2005,18.145122503499998
2365,,2006,18.1566800047
2366,,2007,18.165872766099998
2367,,2008,18.1741900918
2368,,2009,18.1857642449
2369,,2010,18.1994756824
2370,,2011,18.2136709719
2371,,2012,18.2313820828
2372,,2013,18.2478908667
2373,,2014,18.260661225899998
2374,,2015,18.2722789161
2375,,2016,18.2866376879
