,Code,Year,Work hours per persons engaged (hours per person engaged)
249,BRB,1994,1675.1111164581325
250,BRB,1995,1694.7530475086908
251,BRB,1996,1717.1148131472312
252,BRB,1997,1727.7412788168772
253,BRB,1998,1728.5960358856669
254,BRB,1999,1733.9472006538615
255,BRB,2000,1753.2524661893399
256,BRB,2001,1764.2705195563342
257,BRB,2002,1726.660646953772
258,BRB,2003,1741.418143340156
259,BRB,2004,1728.8772199859266
260,BRB,2005,1726.3366143014566
261,BRB,2006,1731.5731939085665
262,BRB,2007,1735.8729605642484
263,BRB,2008,1746.8806389682654
264,BRB,2009,1691.3984420732754
265,BRB,2010,1688.8604224810442
266,BRB,2011,1699.514844215943
267,BRB,2012,1683.8001893846522
268,BRB,2013,1672.2788024724894
269,BRB,2014,1672.2788024724894
270,BEL,1950,2099.863526501076
271,BEL,1951,2089.6157499018177
272,BEL,1952,2079.417984612296
273,BEL,1953,2069.2699865667787
274,BEL,1954,2059.1715128906253
275,BEL,1955,2049.122321894475
276,BEL,1956,2039.1221730684624
277,BEL,1957,2029.1708270764593
278,BEL,1958,2019.2680457503513
279,BEL,1959,2009.4135920843314
280,BEL,1960,1999.6072302292328
281,BEL,1961,1987.7458326987348
282,BEL,1962,1975.9547953616034
283,BEL,1963,1964.2337008507614
284,BEL,1964,1952.5821342748986
285,BEL,1965,1940.999683203781
286,BEL,1966,1929.4859376536554
287,BEL,1967,1918.0404900727358
288,BEL,1968,1906.6629353267788
289,BEL,1969,1895.3528706847412
290,BEL,1970,1884.1098958045263
291,BEL,1971,1875.0428963059521
292,BEL,1972,1848.9988977462435
293,BEL,1973,1822.1988992283432
294,BEL,1974,1792.0629008949306
295,BEL,1975,1781.9819014524326
296,BEL,1976,1783.5489013657739
297,BEL,1977,1757.468902808056
298,BEL,1978,1738.9809038304834
299,BEL,1979,1721.832904778806
300,BEL,1980,1701.9919058760574
301,BEL,1981,1679.304907130699
302,BEL,1982,1664.9209079261661
303,BEL,1983,1670.8689075972284
304,BEL,1984,1694.8809062693115
305,BEL,1985,1700.8839059373324
306,BEL,1986,1680.87390704393
307,BEL,1987,1665.8659078739056
308,BEL,1988,1653.8599085378644
309,BEL,1989,1644.8549090358608
310,BEL,1990,1658.8629082611874
311,BEL,1991,1621.8429103084757
312,BEL,1992,1598.8309115810905
313,BEL,1993,1554.8079140156603
314,BEL,1994,1554.8079140156603
315,BEL,1995,1580.8219125770286
316,BEL,1996,1554.7279140200849
317,BEL,1997,1567.974913287496
318,BEL,1998,1578.7809126899006
319,BEL,1999,1581.9009125173575
320,BEL,2000,1594.1944579484687
321,BEL,2001,1587.7230001918285
322,BEL,2002,1582.0795195195194
323,BEL,2003,1577.5485576923074
324,BEL,2004,1572.4897026261276
325,BEL,2005,1565.069245575325
326,BEL,2006,1574.5374132287047
327,BEL,2007,1578.9658795048645
328,BEL,2008,1572.4894003634165
329,BEL,2009,1554.3737355572541
330,BEL,2010,1560.050683218719
331,BEL,2011,1571.602888722533
332,BEL,2012,1572.7323819978046
333,BEL,2013,1576.0976092986393
334,BEL,2014,1575.2772843891848
335,BRA,1950,2042.0
336,BRA,1951,2051.018631298764
337,BRA,1952,2060.0770939934646
338,BRA,1953,2069.17556400216
339,BRA,1954,2078.314218019862
340,BRA,1955,2087.4932335219682
341,BRA,1956,2096.712788767707
342,BRA,1957,2105.9730628036027
343,BRA,1958,2115.274235466949
344,BRA,1959,2124.616487389306
345,BRA,1960,2134.0
346,BRA,1961,2135.097456752394
347,BRA,1962,2136.195477896224
348,BRA,1963,2137.2940637217393
349,BRA,1964,2138.3932145193417
350,BRA,1965,2139.4929305795795
351,BRA,1966,2140.593212193152
352,BRA,1967,2141.6940596509075
353,BRA,1968,2142.795473243844
354,BRA,1969,2143.8974532631087
355,BRA,1970,2145.0
356,BRA,1971,2128.540691888769
357,BRA,1972,2112.2076815973514
358,BRA,1973,2096.0
359,BRA,1974,2079.7706946906646
360,BRA,1975,2063.6670527166457
361,BRA,1976,2047.6881010680984
362,BRA,1977,2031.8328742691824
363,BRA,1978,2016.100414319727
364,BRA,1979,2000.489770637345
365,BRA,1980,1985.0
366,BRA,1981,1974.0968232429414
367,BRA,1982,1963.2535352835632
368,BRA,1983,1952.4698071656198
369,BRA,1984,1941.7453117397529
370,BRA,1985,1931.079723653562
371,BRA,1986,1920.4727193417398
372,BRA,1987,1909.9239770162528
373,BRA,1988,1899.433176656579
374,BRA,1989,1889.0
375,BRA,1990,1879.0
376,BRA,1991,1868.4704974925344
377,BRA,1992,1858.0
378,BRA,1993,1858.9997310381725
379,BRA,1994,1860.0
380,BRA,1995,1855.2316952447711
381,BRA,1996,1850.4756145380566
382,BRA,1997,1845.731726542231
383,BRA,1998,1841.0
384,BRA,1999,1850.361588609384
385,BRA,2000,1826.0317888764025
386,BRA,2001,1805.420560334071
387,BRA,2002,1766.9334709021814
388,BRA,2003,1782.03517276689
389,BRA,2004,1769.2017435289554
390,BRA,2005,1766.6018804764358
391,BRA,2006,1771.9605986456202
392,BRA,2007,1776.3606535344586
393,BRA,2008,1787.6250762473398
394,BRA,2009,1730.8488064540275
395,BRA,2010,1728.2515898120487
396,BRA,2011,1739.1545164581812
397,BRA,2012,1723.0733312791074
398,BRA,2013,1711.2832182640052
399,BRA,2014,1711.2832182640052
400,BGR,1990,1727.2256973092178
401,BGR,1991,1720.9884871718923
402,BGR,1992,1698.1523475822207
403,BGR,1993,1697.3657489860473
404,BGR,1994,1720.988145232442
405,BGR,1995,1710.6739385602673
406,BGR,1996,1708.2025350071094
407,BGR,1997,1706.867470911068
408,BGR,1998,1649.98096841911
409,BGR,1999,1669.4998719165799
410,BGR,2000,1640.2537663620649
411,BGR,2001,1651.8589372701992
412,BGR,2002,1651.2594192643353
413,BGR,2003,1640.5110644211263
414,BGR,2004,1663.6886642768993
415,BGR,2005,1658.6463992767372
416,BGR,2006,1654.1026677445432
417,BGR,2007,1654.521377933529
418,BGR,2008,1693.5960048759387
419,BGR,2009,1646.2753047235485
420,BGR,2010,1644.8379390047974
421,BGR,2011,1643.5927990807336
422,BGR,2012,1644.4498441678622
423,BGR,2013,1644.9795123890133
424,BGR,2014,1644.0589720369117
425,KHM,1993,2309.590150287302
426,KHM,1994,2361.732988505455
427,KHM,1995,2257.447260988456
428,KHM,1996,2309.590148131188
429,KHM,1997,2257.447259651929
430,KHM,1998,2361.732967421003
431,KHM,1999,2361.732989240857
432,KHM,2000,2466.0187151004457
433,KHM,2001,2257.4472808837313
434,KHM,2002,2413.87586544138
435,KHM,2003,2466.0187071619325
436,KHM,2004,2361.7329951260745
437,KHM,2005,2413.875842494668
438,KHM,2006,2466.0187196540273
439,KHM,2007,2466.0187219212453
440,KHM,2008,2465.680396886513
441,KHM,2009,2465.167258854071
442,KHM,2010,2467.5307275801433
443,KHM,2011,2657.774421722702
444,KHM,2012,2514.308554597999
445,KHM,2013,2510.405790474767
446,KHM,2014,2510.405790474767
447,CAN,1950,2076.5238390973705
448,CAN,1951,2077.926714139626
449,CAN,1952,2079.3305369477325
450,CAN,1953,2080.73530816199
451,CAN,1954,2082.14102842313
452,CAN,1955,2083.5476983723183
453,CAN,1956,2084.955318651152
454,CAN,1957,2086.363889901663
455,CAN,1958,2087.773412766316
456,CAN,1959,2089.1838878880108
457,CAN,1960,2090.5953159100814
458,CAN,1961,2092.007697476296
459,CAN,1962,2090.991666540173
460,CAN,1963,2073.719140626089
461,CAN,1964,2065.590893137109
462,CAN,1965,2048.3183672230257
463,CAN,1966,2033.077903181188
464,CAN,1967,2024.949655692208
465,CAN,1968,1989.3885729279186
466,CAN,1969,1974.1481088860805
467,CAN,1970,1955.859552035875
468,CAN,1971,1941.172353455818
469,CAN,1972,1923.9813156164262
470,CAN,1973,1913.97442687448
471,CAN,1974,1899.1236267729944
472,CAN,1975,1872.6868154862152
473,CAN,1976,1845.083030748031
474,CAN,1977,1822.744819279488
475,CAN,1978,1820.3101799963601
476,CAN,1979,1826.3275249814187
477,CAN,1980,1815.0472172527661
478,CAN,1981,1800.839209239953
479,CAN,1982,1777.6227653618796
480,CAN,1983,1768.8211645470765
481,CAN,1984,1778.158502712665
482,CAN,1985,1787.8358671784645
483,CAN,1986,1786.4818728662005
484,CAN,1987,1800.4475971309498
485,CAN,1988,1805.6580188498376
486,CAN,1989,1799.561219599856
487,CAN,1990,1791.8822864620504
488,CAN,1991,1768.9817895819467
489,CAN,1992,1767.117949971731
490,CAN,1993,1770.030497311521
491,CAN,1994,1778.540209138237
492,CAN,1995,1775.9295283538265
493,CAN,1996,1791.0051756222379
494,CAN,1997,1784.2171213760894
495,CAN,1998,1780.1315743673638
496,CAN,1999,1780.9197352791448
497,CAN,2000,1779.1253435296926
498,CAN,2001,1767.989610594046
499,CAN,2002,1749.4672443252725
500,CAN,2003,1732.1358233870817
501,CAN,2004,1751.0587685707087
502,CAN,2005,1739.1815416681814
503,CAN,2006,1733.2310181549954
504,CAN,2007,1724.6892888004777
505,CAN,2008,1713.3908709726968
506,CAN,2009,1678.5152818236465
507,CAN,2010,1685.5376374722207
508,CAN,2011,1683.5735516796592
509,CAN,2012,1692.8547671840356
510,CAN,2013,1682.7357259469172
511,CAN,2014,1687.7841912682488
512,CHL,1951,2480.487326599003
513,CHL,1952,2459.401833904596
514,CHL,1953,2438.495579377381
515,CHL,1954,2417.7670393953595
516,CHL,1955,2397.2147032881444
517,CHL,1956,2376.837073226872
518,CHL,1957,2356.63266411504
519,CHL,1958,2336.6000034802723
520,CHL,1959,2316.737631367012
521,CHL,1960,2297.0441002301204
522,CHL,1961,2289.1183202365987
523,CHL,1962,2281.2198875580452
524,CHL,1963,2273.348707834581
525,CHL,1964,2265.504687031912
526,CHL,1965,2257.6877314401972
527,CHL,1966,2249.897747672939
528,CHL,1967,2242.134642665861
529,CHL,1968,2234.3983236757967
530,CHL,1969,2226.6886982795863
531,CHL,1970,2219.0056743729674
532,CHL,1971,2216.3635491118107
533,CHL,1972,2213.7245697758663
534,CHL,1973,2211.088732619343
535,CHL,1974,2208.331746968696
536,CHL,1975,2205.578198977409
537,CHL,1976,2202.8280843590974
538,CHL,1977,2200.0813988327204
539,CHL,1978,2197.3381381225768
540,CHL,1979,2194.5982979582936
541,CHL,1980,2191.861874074827
542,CHL,1981,2196.9663601754733
543,CHL,1982,2202.082733785392
544,CHL,1983,2207.2110225886386
545,CHL,1984,2212.35125433374
546,CHL,1985,2217.5034568338456
547,CHL,1986,2222.667657966876
548,CHL,1987,2227.843885675676
549,CHL,1988,2233.0321679681642
550,CHL,1989,2238.2325329174832
551,CHL,1990,2243.8874913129293
552,CHL,1991,2248.959729480576
553,CHL,1992,2254.043433285482
554,CHL,1993,2259.138628645367
555,CHL,1994,2264.2453415365344
556,CHL,1995,2280.6983408729825
557,CHL,1996,2313.0
558,CHL,1997,2256.0
559,CHL,1998,2299.0
560,CHL,1999,2277.0
561,CHL,2000,2263.0
562,CHL,2001,2242.0
563,CHL,2002,2250.0
564,CHL,2003,2235.0
565,CHL,2004,2232.0
566,CHL,2005,2157.0
567,CHL,2006,2165.0
568,CHL,2007,2128.0
569,CHL,2008,2095.0
570,CHL,2009,2074.0
571,CHL,2010,2068.0
572,CHL,2011,2047.0
573,CHL,2012,2024.0
574,CHL,2013,2015.0
575,CHL,2014,1990.0
576,COL,1950,2323.0
577,COL,1951,2312.280107656495
578,COL,1952,2301.60968414289
579,COL,1953,2290.988501176562
580,COL,1954,2280.4163315283395
581,COL,1955,2269.8929490176397
582,COL,1956,2259.4181285076315
583,COL,1957,2248.9916459004144
584,COL,1958,2238.613278132229
585,COL,1959,2228.2828031686827
586,COL,1960,2218.0
587,COL,1961,2213.152604273491
588,COL,1962,2208.3158024357685
589,COL,1963,2203.489571334096
590,COL,1964,2198.6738878663355
591,COL,1965,2193.868728980839
592,COL,1966,2189.0740716763376
593,COL,1967,2184.289893001831
594,COL,1968,2179.516170056477
595,COL,1969,2174.7528799894844
596,COL,1970,2170.0
597,COL,1971,2160.2899487883
598,COL,1972,2150.62334692892
599,COL,1973,2141.0
600,COL,1974,2131.297659272811
601,COL,1975,2121.6392865118
602,COL,1976,2112.024682467929
603,COL,1977,2102.453648795095
604,COL,1978,2092.9259880460377
605,COL,1979,2083.441503668265
606,COL,1980,2074.0
607,COL,1981,2063.2231457525518
608,COL,1982,2052.5022898597185
609,COL,1983,2041.8371413445925
610,COL,1984,2031.2274107422315
611,COL,1985,2020.6728100918021
612,COL,1986,2010.1730529287647
613,COL,1987,1999.7278542770957
614,COL,1988,1989.3369306415573
615,COL,1989,1979.0
616,COL,1990,1969.0
617,COL,1991,1958.9744766075946
618,COL,1992,1949.0
619,COL,1993,1961.9569312296333
620,COL,1994,1975.0
621,COL,1995,1970.2327671189248
622,COL,1996,1965.477041331188
623,COL,1997,1960.7327948610955
624,COL,1998,1956.0
625,COL,1999,1941.8622448979595
626,COL,2000,1883.6479591836735
627,COL,2001,1876.7175971755867
628,COL,2002,1869.8127335188915
629,COL,2003,1862.933274399453
630,COL,2004,1856.079126348299
631,COL,2005,1849.2501962403492
632,COL,2006,1842.446391293152
633,COL,2007,1835.6676190656228
634,COL,2008,1828.9137874567896
635,COL,2009,1822.1848047045398
636,COL,2010,1815.480579384374
637,COL,2011,1808.8010204081634
638,COL,2012,1783.8520408163265
639,COL,2013,1771.6460500545559
640,COL,2014,1771.6460500545559
641,CRI,1987,2398.366666666667
642,CRI,1988,2388.0511111111114
643,CRI,1989,2367.42
644,CRI,1990,2370.6796880330435
645,CRI,1991,2373.9438643132394
646,CRI,1992,2377.212535020431
647,CRI,1993,2380.485706342971
648,CRI,1994,2383.763384477733
649,CRI,1995,2387.0455756301226
650,CRI,1996,2390.3322860140893
651,CRI,1997,2393.623521852141
652,CRI,1998,2396.9192893753493
653,CRI,1999,2400.2195948233675
654,CRI,2000,2403.524444444444
655,CRI,2001,2424.155555555555
656,CRI,2002,2424.155555555555
657,CRI,2003,2424.155555555555
658,CRI,2004,2351.9466666666667
659,CRI,2005,2326.157777777777
660,CRI,2006,2326.157777777777
661,CRI,2007,2398.366666666667
662,CRI,2008,2417.966222222222
663,CRI,2009,2368.987041285321
664,CRI,2010,2321.0
665,CRI,2011,2354.0
666,CRI,2012,2287.0
667,CRI,2013,2223.0
668,CRI,2014,2216.0
669,CYP,1950,2089.8638161577524
670,CYP,1951,2081.221504787596
671,CYP,1952,2072.6149323709733
672,CYP,1953,2064.0439511149234
673,CYP,1954,2055.5084138376583
674,CYP,1955,2047.0081739660368
675,CYP,1956,2038.5430855330526
676,CYP,1957,2030.1130031753196
677,CYP,1958,2021.717782130581
678,CYP,1959,2013.357278235223
679,CYP,1960,2005.0313479217969
680,CYP,1961,1996.1199966692973
681,CYP,1962,1987.2482518704464
682,CYP,1963,1978.4159374945693
683,CYP,1964,1969.62287829336
684,CYP,1965,1960.8688997974004
685,CYP,1966,1952.1538283127034
686,CYP,1967,1943.4774909172613
687,CYP,1968,1934.8397154576205
688,CYP,1969,1926.2403305454595
689,CYP,1970,1888.7106594109548
690,CYP,1971,1889.5764465742893
691,CYP,1972,1890.916326817232
692,CYP,1973,1892.2232951949234
693,CYP,1974,1893.4956966267093
694,CYP,1975,1894.7319997823638
695,CYP,1976,1895.9308022141595
696,CYP,1977,1897.090834399058
697,CYP,1978,1898.5806223946079
698,CYP,1979,1899.876196507048
699,CYP,1980,1900.461082030905
700,CYP,1981,1900.5373157627832
701,CYP,1982,1900.186831132493
702,CYP,1983,1897.9115026874647
703,CYP,1984,1897.577821544941
704,CYP,1985,1896.654211498984
705,CYP,1986,1896.963212751796
706,CYP,1987,1898.9959608290626
707,CYP,1988,1896.461267306264
708,CYP,1989,1898.3054562573059
709,CYP,1990,1900.3924106194129
710,CYP,1991,1901.533523691295
711,CYP,1992,1901.5138126489892
712,CYP,1993,1900.8612073663805
713,CYP,1994,1899.1107675073144
714,CYP,1995,1899.5674798945727
715,CYP,1996,1898.601680672269
716,CYP,1997,1906.274011960044
717,CYP,1998,1912.5419380303927
718,CYP,1999,1919.7132153468544
719,CYP,2000,1926.388359384928
720,CYP,2001,1950.950026432814
721,CYP,2002,1923.292720073104
722,CYP,2003,1916.1393707733014
723,CYP,2004,1878.5950623568335
724,CYP,2005,1849.3443697754467
725,CYP,2006,1863.4222246069646
726,CYP,2007,1853.2956343544915
727,CYP,2008,1847.4078970786402
728,CYP,2009,1837.740666973086
729,CYP,2010,1844.9756971092352
730,CYP,2011,1846.139153466103
731,CYP,2012,1858.4110535405869
732,CYP,2013,1846.4502018842527
733,CYP,2014,1826.8002057377987
734,CZE,1990,1889.119591784916
735,CZE,1991,1882.2977642224512
736,CZE,1992,1857.3211796528774
737,CZE,1993,1856.460852701272
738,CZE,1994,1838.1098541573106
739,CZE,1995,1858.0418525758291
740,CZE,1996,1852.4884109283146
741,CZE,1997,1857.680843172769
742,CZE,1998,1877.3330084931076
743,CZE,1999,1893.4916423454495
744,CZE,2000,1895.6586696958848
745,CZE,2001,1818.18343137882
746,CZE,2002,1816.496574577025
747,CZE,2003,1805.8120403632856
748,CZE,2004,1816.9506863896256
749,CZE,2005,1817.0091658134656
750,CZE,2006,1798.982757998629
751,CZE,2007,1784.2816023121295
752,CZE,2008,1789.6784830363868
753,CZE,2009,1778.748361088824
754,CZE,2010,1799.6161938132266
755,CZE,2011,1805.6164046761735
756,CZE,2012,1776.1285150712195
757,CZE,2013,1762.9435150560917
758,CZE,2014,1770.6885618100684
759,DNK,1950,2087.22888975582
760,DNK,1951,2072.508093081649
761,DNK,1952,2057.891119162992
762,DNK,1953,2043.3772357592763
763,DNK,1954,2028.9657157942754
764,DNK,1955,2014.6558373196792
765,DNK,1956,2000.4468834789318
766,DNK,1957,1986.3381424713184
767,DNK,1958,1972.3289075163093
768,DNK,1959,1958.4184768181528
769,DNK,1960,1944.6061535307174
770,DNK,1961,1957.7078604980152
771,DNK,1962,1970.8978396972727
772,DNK,1963,1984.1766858591602
773,DNK,1964,1997.5449977213175
774,DNK,1965,2011.0033780553601
775,DNK,1966,2024.5524336940493
776,DNK,1967,1995.1864419082779
777,DNK,1968,1949.7854546078006
778,DNK,1969,1909.7524658057919
779,DNK,1970,1884.1564729654792
780,DNK,1971,1847.0714833388586
781,DNK,1972,1787.0325001329074
782,DNK,1973,1743.662512264321
783,DNK,1974,1724.7965175415
784,DNK,1975,1647.8015390784647
785,DNK,1976,1654.538537193998
786,DNK,1977,1628.8645443755036
787,DNK,1978,1605.0875510263822
788,DNK,1979,1592.6205545136393
789,DNK,1980,1604.7295511265215
790,DNK,1981,1572.0175602766901
791,DNK,1982,1577.683558691802
792,DNK,1983,1570.2965607580866
793,DNK,1984,1566.7915617385013
794,DNK,1985,1553.3565654965262
795,DNK,1986,1557.3075643913564
796,DNK,1987,1518.7965751636152
797,DNK,1988,1495.8525815814878
798,DNK,1989,1478.7605863624447
799,DNK,1990,1463.3385906762715
800,DNK,1991,1459.7685916748685
801,DNK,1992,1475.3985873028605
802,DNK,1993,1472.3675881506886
803,DNK,1994,1426.1416010809796
804,DNK,1995,1439.9175972275702
805,DNK,1996,1433.4070965280425
806,DNK,1997,1449.074548192771
807,DNK,1998,1462.9034175334327
808,DNK,1999,1479.4821099225378
809,DNK,2000,1489.5670329670331
810,DNK,2001,1492.9785921625546
811,DNK,2002,1487.236040609137
812,DNK,2003,1481.5453879941433
813,DNK,2004,1481.1270250368188
814,DNK,2005,1473.6877269426288
815,DNK,2006,1478.5145700071073
816,DNK,2007,1455.5224191866528
817,DNK,2008,1449.7587628865979
818,DNK,2009,1446.3676939426146
819,DNK,2010,1435.900290065265
820,DNK,2011,1455.1625544267056
821,DNK,2012,1442.8275109170306
822,DNK,2013,1436.3142961076755
823,DNK,2014,1438.3959537572257
824,ECU,1995,1943.0
825,ECU,1996,1936.310327487292
826,ECU,1997,1929.6436872537022
827,ECU,1998,1923.0
828,ECU,1999,1928.5268033533248
829,ECU,2000,1934.0694910307816
830,ECU,2001,1939.628108684756
831,ECU,2002,1945.2027020988387
832,ECU,2003,1950.7933171882073
833,ECU,2004,1956.4
834,ECU,2005,2289.592857142857
835,ECU,2006,2265.085714285714
836,ECU,2007,2239.048232542152
837,ECU,2008,2213.3100553464355
838,ECU,2009,2187.8677421503107
839,ECU,2010,2162.7178919551134
840,ECU,2011,2137.8571428571427
841,ECU,2012,2137.8571428571427
842,ECU,2013,2085.714285714286
843,ECU,2014,2085.714285714286
844,EST,1990,1870.5933579507143
845,EST,1991,1863.8384307439223
846,EST,1992,1839.1067867530865
847,EST,1993,1838.2548968630354
848,EST,1994,1863.8380604219285
849,EST,1995,1852.6677272549562
850,EST,1996,1850.1869732691669
851,EST,1997,1856.2438628574166
852,EST,1998,1906.4879241408835
853,EST,1999,1849.0874460226316
854,EST,2000,1977.872885699641
855,EST,2001,1970.4960924226975
856,EST,2002,1972.6898895497027
857,EST,2003,1978.3347196805853
858,EST,2004,1986.4606647736762
859,EST,2005,2008.3733463988237
860,EST,2006,2000.9903456867014
861,EST,2007,1998.484612993472
862,EST,2008,1967.7698177853915
863,EST,2009,1832.1401318071453
864,EST,2010,1874.7016967706625
865,EST,2011,1918.86301369863
866,EST,2012,1885.686604886268
867,EST,2013,1865.8429023131966
868,EST,2014,1859.4318744838974
869,FIN,1950,2053.06335944005
870,FIN,1951,2053.6678836078104
871,FIN,1952,2054.272585777612
872,FIN,1953,2054.877466001867
873,FIN,1954,2055.482524333005
874,FIN,1955,2056.0877608234687
875,FIN,1956,2056.6931755257174
876,FIN,1957,2057.298768492225
877,FIN,1958,2057.9045397754817
878,FIN,1959,2058.510489427993
879,FIN,1960,2059.1166175022813
880,FIN,1961,2058.1175313220283
881,FIN,1962,2051.123928060254
882,FIN,1963,2047.1275833392408
883,FIN,1964,2073.103824025829
884,FIN,1965,2073.103824025829
885,FIN,1966,2048.126669519494
886,FIN,1967,2031.142204455186
887,FIN,1968,2015.1568255711315
888,FIN,1969,1996.1741881463165
889,FIN,1970,1980.1888092622614
890,FIN,1971,1945.2208126304847
891,FIN,1972,1929.2358141702075
892,FIN,1973,1913.249815710027
893,FIN,1974,1907.2558162873868
894,FIN,1975,1899.1428170688555
895,FIN,1976,1896.1288173591727
896,FIN,1977,1887.836818157883
897,FIN,1978,1893.2558176359091
898,FIN,1979,1869.1428199585453
899,FIN,1980,1849.1888218805746
900,FIN,1981,1854.7940609009313
901,FIN,1982,1840.2737453338864
902,FIN,1983,1822.6446280991736
903,FIN,1984,1813.7013307047805
904,FIN,1985,1813.302169188502
905,FIN,1986,1792.587107655601
906,FIN,1987,1798.1264828601818
907,FIN,1988,1806.1798890373789
908,FIN,1989,1802.1422553857267
909,FIN,1990,1769.119129207821
910,FIN,1991,1747.4367737525629
911,FIN,1992,1752.7573529411764
912,FIN,1993,1755.3394262255024
913,FIN,1994,1774.842642612876
914,FIN,1995,1776.0518114530582
915,FIN,1996,1774.891982717235
916,FIN,1997,1764.7249941981893
917,FIN,1998,1754.3971566572498
918,FIN,1999,1757.2578135419906
919,FIN,2000,1742.0702258190836
920,FIN,2001,1722.5939269171383
921,FIN,2002,1713.7765709194282
922,FIN,2003,1705.279213625964
923,FIN,2004,1707.3222109875296
924,FIN,2005,1697.0878619430848
925,FIN,2006,1692.9031206713926
926,FIN,2007,1691.491483505525
927,FIN,2008,1684.512428298279
928,FIN,2009,1660.655737704918
929,FIN,2010,1667.767131008938
930,FIN,2011,1662.452792685351
931,FIN,2012,1650.2600882723834
932,FIN,2013,1639.5856485156376
933,FIN,2014,1642.5055033019812
934,FRA,1950,2293.518850069057
935,FRA,1951,2313.335026670053
936,FRA,1952,2295.876549456109
937,FRA,1953,2274.781637213081
938,FRA,1954,2288.0454061724013
939,FRA,1955,2270.501282115742
940,FRA,1956,2217.864058388362
941,FRA,1957,2190.431612140323
942,FRA,1958,2177.350849466614
943,FRA,1959,2180.238331678252
944,FRA,1960,2190.87980173482
945,FRA,1961,2169.1293137643797
946,FRA,1962,2183.496253659505
947,FRA,1963,2167.1591804570526
948,FRA,1964,2175.7138680440507
949,FRA,1965,2163.412027591567
950,FRA,1966,2156.1822125813446
951,FRA,1967,2122.7648529129015
952,FRA,1968,2099.749421742483
953,FRA,1969,2025.7761321560806
954,FRA,1970,2007.3529411764707
955,FRA,1971,2005.7337311206416
956,FRA,1972,1952.9280948851
957,FRA,1973,1937.4485972767982
958,FRA,1974,1905.6501267656647
959,FRA,1975,1879.499931559976
960,FRA,1976,1906.1990950226245
961,FRA,1977,1867.3423625437256
962,FRA,1978,1835.852168873434
963,FRA,1979,1832.4697754749566
964,FRA,1980,1823.311585258332
965,FRA,1981,1803.0717627328095
966,FRA,1982,1729.7820823244554
967,FRA,1983,1711.8741184767275
968,FRA,1984,1705.2906770648706
969,FRA,1985,1669.8791970154557
970,FRA,1986,1664.648161244696
971,FRA,1987,1676.4950711938666
972,FRA,1988,1685.6535508220902
973,FRA,1989,1669.8644154515218
974,FRA,1990,1664.7936118974185
975,FRA,1991,1654.5692126117015
976,FRA,1992,1656.0617629591925
977,FRA,1993,1640.9893689986282
978,FRA,1994,1630.2882975093826
979,FRA,1995,1604.7454192349912
980,FRA,1996,1606.204348921165
981,FRA,1997,1596.2435448942194
982,FRA,1998,1582.7229201620496
983,FRA,1999,1571.725322574202
984,FRA,2000,1534.7668575435314
985,FRA,2001,1525.9822560202786
986,FRA,2002,1487.2902411987309
987,FRA,2003,1484.3666386361901
988,FRA,2004,1513.2081233776148
989,FRA,2005,1507.4304344529533
990,FRA,2006,1484.0064499193759
991,FRA,2007,1500.2588565934473
992,FRA,2008,1507.177561837456
993,FRA,2009,1488.9997394185311
994,FRA,2010,1493.7537180249853
995,FRA,2011,1496.1449072195373
996,FRA,2012,1490.2191498749814
997,FRA,2013,1474.3170202595875
998,FRA,2014,1473.4584646968253
999,DEU,1950,2427.428659457128
1000,DEU,1951,2401.5953148224285
1001,DEU,1952,2376.036895546469
1002,DEU,1953,2350.750475800093
1003,DEU,1954,2325.733160891606
1004,DEU,1955,2300.9820869353907
1005,DEU,1956,2276.494420524067
1006,DEU,1957,2252.2673584041368
1007,DEU,1958,2228.298127155071
1008,DEU,1959,2204.583982871826
1009,DEU,1960,2181.1222108507272
1010,DEU,1961,2154.504716112845
1011,DEU,1962,2117.401541629737
1012,DEU,1963,2086.9527408311
1013,DEU,1964,2098.446659013367
1014,DEU,1965,2084.230497051089
1015,DEU,1966,2057.91547384432
1016,DEU,1967,2020.207356298988
1017,DEU,1968,2007.70519967968
1018,DEU,1969,1987.9437263136767
1019,DEU,1970,1972.51767822695
1020,DEU,1971,1940.5565197727515
1021,DEU,1972,1915.4513826904315
1022,DEU,1973,1884.9017580480904
1023,DEU,1974,1851.6298896257385
1024,DEU,1975,1811.9052952063244
1025,DEU,1976,1824.3066279819284
1026,DEU,1977,1806.2541159953012
1027,DEU,1978,1787.198686676084
1028,DEU,1979,1775.1636786849995
1029,DEU,1980,1756.1082493657818
1030,DEU,1981,1734.0440680487934
1031,DEU,1982,1723.011977390299
1032,DEU,1983,1709.9740520666242
1033,DEU,1984,1698.9419614081296
1034,DEU,1985,1675.8748627585503
1035,DEU,1986,1656.819433439333
1036,DEU,1987,1633.7523347897534
1037,DEU,1988,1628.737748126801
1038,DEU,1989,1605.670649477222
1039,DEU,1990,1582.6035508276427
1040,DEU,1991,1553.5189481825214
1041,DEU,1992,1564.7154089282446
1042,DEU,1993,1541.5762451701692
1043,DEU,1994,1537.2506481824435
1044,DEU,1995,1527.978291796196
1045,DEU,1996,1510.495404145487
1046,DEU,1997,1499.644240651435
1047,DEU,1998,1493.5818991329706
1048,DEU,1999,1478.722041454229
1049,DEU,2000,1452.012926823158
1050,DEU,2001,1441.9101208269487
1051,DEU,2002,1430.8604592480444
